apt_name,price,address,station_distance,area,floor_plan,balcony,year
◆新規リノベーション完了◆レトロビンテージマンション…,2980万円,東京都新宿区西落合２,都営大江戸線「落合南長崎」徒歩8分,42.17m2（登記）,2LDK,5m2,1964年4月
善隣会館,2980万円,東京都港区六本木３,東京メトロ日比谷線「六本木」徒歩5分,28.29m2（登記）,ワンルーム,2.6m2,1968年12月
秀和松濤レジデンス,2980万円,東京都渋谷区松濤２,京王井の頭線「神泉」徒歩5分,30.24m2（9.14坪）（壁芯）,ワンルーム,-,1970年10月
三田ハウス,2980万円,東京都港区三田５,東京メトロ南北線「白金高輪」徒歩7分,28.54m2（壁芯）,1DK,3.41m2,1972年2月
秀和松涛レジデンス,2980万円,東京都渋谷区松濤２-15-5,京王井の頭線「神泉」徒歩5分,30.24m2（9.14坪）（壁芯）,1K,-,1970年10月
目白台コーポ,2980万円,東京都文京区目白台１,東京メトロ副都心線「雑司が谷」徒歩10分,30.1m2（壁芯）,1LDK,3.1m2,1970年5月
目白台コーポ,2980万円,東京都文京区目白台１,都電荒川線「早稲田」徒歩5分,30.1m2（登記）,1LDK,3.1m2,1970年5月
日本橋センチュリープラザ,2980万円,東京都中央区日本橋人形町３,都営浅草線「人形町」徒歩1分,29.39m2（8.89坪）（壁芯）,1K,-,1984年4月
カテリーナ文京湯島,2990万円,東京都文京区湯島２,東京メトロ千代田線「湯島」徒歩6分,22.2m2（6.71坪）（壁芯）,1K,6.33m2,2008年2月
日神デュオステージ笹塚西館,2990万円,東京都渋谷区笹塚２,京王線「笹塚」徒歩3分,25.34m2,1K,3.36m2,2003年9月
アイル文京音羽,2999万円,東京都文京区音羽１-25-13,東京メトロ有楽町線「江戸川橋」徒歩4分,21.23m2（壁芯）,1K,3.57m2,2004年2月
パレステュディオ信濃町,3050万円,東京都新宿区信濃町１１ー５,ＪＲ中央線「信濃町」徒歩5分,22.4m2（6.77坪）（壁芯）,1K,3.2m2,2004年4月
パレステュディオ信濃町,3050万円,東京都新宿区信濃町,ＪＲ中央線「信濃町」徒歩5分,22.4m2（壁芯）,1K,3.2m2,2004年4月
早稲田鶴巻マンション,3080万円,東京都新宿区早稲田鶴巻町561-11,東京メトロ東西線「早稲田」徒歩8分,43.05m2（13.02坪）（壁芯）,1DK+S（納戸）,6.52m2,1977年5月
早稲田鶴巻マンション,3090万円,東京都新宿区早稲田鶴巻町,東京メトロ東西線「早稲田」徒歩8分,38.69m2（壁芯）,2DK,6.52m2,1977年5月
四谷坂町永谷マンション,3098万円,東京都新宿区四谷坂町12-18,都営新宿線「曙橋」徒歩5分,30.6m2（9.25坪）,1DK,4.3m2,1976年7月
四谷坂町永谷マンション,3098万円,東京都新宿区四谷坂町,ＪＲ総武線「市ケ谷」徒歩10分,30.6m2（壁芯）,1DK,4.3m2,1976年7月
四谷坂町永谷マンション,3098万円,東京都新宿区四谷坂町,ＪＲ総武線「市ケ谷」徒歩10分,30.6m2（壁芯）,1DK,4.3m2,1976年7月
四谷坂町永谷マンション,3098万円,東京都新宿区四谷坂町12-18,都営新宿線「曙橋」徒歩5分,30.6m2（9.25坪）（壁芯）,1DK,4.3m2,1976年7月
四谷坂町永谷マンション,3098万円,東京都新宿区四谷坂町12-18,東京メトロ有楽町線「市ケ谷」徒歩10分,30.6m2（壁芯）,1DK,4.3m2,1976年7月
四谷坂町永谷マンション,3098万円,東京都新宿区四谷坂町12-18,都営新宿線「曙橋」徒歩5分,30.6m2（壁芯）,1DK,4.3m2,1976年7月
四谷坂町永谷マンション,3098万円,東京都新宿区四谷坂町,都営新宿線「曙橋」徒歩5分,30.6m2（壁芯）,1DK,4.3m2,1976年7月
四谷坂町永谷マンション,3098万円,東京都新宿区四谷坂町,ＪＲ中央線「四ツ谷」徒歩11分,30.6m2（壁芯）,1DK,4.3m2,1976年7月
サニーハイム目白台,3099万円,東京都文京区目白台１,東京メトロ副都心線「雑司が谷」徒歩6分,33.19m2（壁芯）,1LDK,8.35m2,1980年5月
永谷リヴュール,3099万円,東京都新宿区西新宿４,都営大江戸線「都庁前」徒歩5分,29.37m2（8.88坪）（壁芯）,1DK,3.6m2,1978年11月
佃スカイハイツ,3100万円,東京都中央区佃２,東京メトロ有楽町線「月島」徒歩4分,36.54m2（11.05坪）（壁芯）,ワンルーム,5.6m2,1979年7月
プラージュ月島,3100万円,東京都中央区佃３-5-10,東京メトロ有楽町線「月島」徒歩1分,23.23m2（7.02坪）（壁芯）,ワンルーム,3.57m2,2003年2月
プラージュ月島,3100万円,東京都中央区佃３-1-7,東京メトロ有楽町線「月島」徒歩1分,23.23m2（壁芯）,1K,3.57m2,2003年2月
セントラル三田,3100万円,東京都港区三田２,都営大江戸線「麻布十番」徒歩10分,33.84m2（壁芯）,1DK,1m2,1978年11月
シャンボール小石川,3140万円,東京都文京区水道１,都営大江戸線「飯田橋」徒歩11分,39.6m2（壁芯）,1DK,5.5m2,1980年4月
マック小石川コート,3150万円,東京都文京区水道１-11-8,東京メトロ丸ノ内線「後楽園」徒歩11分,35.84m2（10.84坪）,1LDK,3.91m2,1981年3月
マック小石川コート,3150万円,東京都文京区水道１-11-8,東京メトロ丸ノ内線「後楽園」徒歩11分,35.84m2（10.84坪）,1DK,3.91m2,1981年3月
ノア新宿１号館,3150万円,東京都新宿区歌舞伎町２,都営大江戸線「東新宿」徒歩1分,38.07m2（壁芯）,2DK,2.94m2,1978年6月
早稲田レストハイツ,3150万円,東京都新宿区馬場下町,東京メトロ東西線「早稲田」徒歩1分,48.92m2（登記）,2LDK,5.2m2,1972年2月
マック小石川コート,3150万円,東京都文京区水道１,東京メトロ丸ノ内線「後楽園」徒歩11分,35.84m2（壁芯）,1LDK,-,1981年3月
マンション和光,3170万円,東京都新宿区百人町２-17-12,ＪＲ山手線「新大久保」徒歩4分,42.8m2（12.94坪）（壁芯）,1LDK,4.08m2,1971年9月
マンション和光,3170万円,東京都新宿区百人町２-17-12,ＪＲ中央線「大久保」徒歩4分,42.8m2（壁芯）,1LDK,4.08m2,1971年9月
中落合マンション,3180万円,東京都新宿区中落合３-25-18,都営大江戸線「落合南長崎」徒歩5分,46.08m2（壁芯）,2DK,4.28m2,1969年12月
ストークコージィ芝公園,3180万円,東京都港区芝２-1-19,都営三田線「芝公園」徒歩5分,27.76m2（壁芯）,ワンルーム,1.3m2,1982年2月
シャンボール新宿,3180万円,東京都新宿区新宿６,都営大江戸線「東新宿」徒歩5分,28.17m2（8.52坪）（壁芯）,1DK,5.04m2,1982年5月
セントラル三田,3180万円,東京都港区三田２,東京メトロ南北線「麻布十番」徒歩10分,29.91m2（9.04坪）（壁芯）,1K,3.6m2,1978年11月
インペリアル赤坂フオーラム,3180万円,東京都港区赤坂７,東京メトロ千代田線「乃木坂」徒歩7分,17.46m2（壁芯）,ワンルーム,2.48m2,1983年10月
 パイロットハウス北新宿,3180万円,東京都新宿区北新宿３-22-10,ＪＲ中央線「東中野」徒歩8分,34.84m2（壁芯）,1LDK,-,1978年9月
インペリアル赤坂フォーラム,3180万円,東京都港区赤坂７,東京メトロ千代田線「乃木坂」徒歩7分,17.46m2（壁芯）,ワンルーム,2.48m2,1983年10月
四谷坂町永谷マンション,3198万円,東京都新宿区四谷坂町,都営新宿線「曙橋」徒歩5分,30.6m2（壁芯）,1DK,4.3m2,1976年7月
日本橋小網町ハイツ,3200万円,東京都中央区日本橋小網町,東京メトロ日比谷線「茅場町」徒歩3分,28.8m2（壁芯）,1K,4.32m2,1982年6月
トーカン新宿第２キャステール,3200万円,東京都新宿区西新宿３,ＪＲ山手線「新宿」徒歩12分,22.8m2（6.89坪）（壁芯）,1K,2.7m2,1980年1月
南青山スカイハイツ,3200万円,東京都港区南青山４-18-21,東京メトロ半蔵門線「表参道」徒歩6分,20.71m2（6.26坪）（壁芯）,ワンルーム,-,1975年6月
ルイシャトレ恵比寿,3210万円,東京都渋谷区恵比寿４,ＪＲ山手線「恵比寿」徒歩3分,18.74m2（壁芯）,ワンルーム,2.45m2,1985年3月
ニュー白金マンション,3250万円,東京都港区白金４,東京メトロ南北線「白金高輪」徒歩8分,32.4m2（壁芯）,1DK+S（納戸）,5.4m2,1971年10月
ノア新宿一号館,3250万円,東京都新宿区歌舞伎町２-4-11,都営大江戸線「東新宿」徒歩1分,38.07m2（壁芯）,1LDK,6.5m2,1978年6月
ストークコージィ芝公園,3280万円,東京都港区芝２,都営三田線「芝公園」徒歩5分,27.76m2（壁芯）,ワンルーム,1.3m2,1982年2月
ＡＸＡＳ新宿　Ｔｏｗｅｒｓ　Ｅａｓｔ 　ＡＸＡＳ新宿…,3280万円,東京都新宿区新宿７-25-2,都営大江戸線「東新宿」徒歩3分,22.48m2（壁芯）,ワンルーム,-,2010年5月
秀和富士見町レジデンス,3280万円,東京都千代田区富士見１,東京メトロ東西線「九段下」徒歩7分,31.64m2（壁芯）,ワンルーム,-,1969年4月
イトーピア六本木,3280万円,東京都港区六本木２,東京メトロ南北線「六本木一丁目」徒歩3分,25.44m2（壁芯）,ワンルーム,3.57m2,1983年4月
エルハイム麹町,3280万円,東京都千代田区九段南３-9-4,ＪＲ総武線「市ケ谷」徒歩8分,25.2m2（7.62坪）（壁芯）,1K,2.88m2,1982年12月
ストークコージィ芝公園,3280万円,東京都港区芝２-1-19,都営三田線「芝公園」徒歩5分,27.76m2（8.39坪）（壁芯）,ワンルーム,1.3m2,1982年2月
ストークコージィ芝公園,3280万円,東京都港区芝２,都営三田線「芝公園」徒歩5分,27.76m2（壁芯）,ワンルーム,1.3m2,1982年2月
ライオンズマンション新宿一丁目,3280万円,東京都新宿区新宿１,東京メトロ丸ノ内線「新宿御苑前」徒歩5分,29.99m2（9.07坪）（壁芯）,ワンルーム,2.52m2,1982年4月
千駄ヶ谷平和マンション,3280万円,東京都渋谷区千駄ヶ谷２,東京メトロ副都心線「北参道」徒歩5分,29.68m2（壁芯）,ワンルーム,-,1966年10月
千駄ヶ谷平和マンション,3280万円,東京都渋谷区千駄ヶ谷２-9-2,東京メトロ副都心線「北参道」徒歩5分,29.68m2（8.97坪）（壁芯）,ワンルーム,-,1966年10月
千駄ヶ谷平和マンション,3280万円,東京都渋谷区千駄ヶ谷２-9-2,東京メトロ副都心線「北参道」徒歩5分,29.68m2（8.97坪）（壁芯）,ワンルーム,29.68m2,1966年10月
【特別企画】千駄ヶ谷平和マンション,3280万円,東京都渋谷区千駄ヶ谷２,東京メトロ副都心線「北参道」徒歩5分,29.68m2（壁芯）,ワンルーム,-,1966年10月
浜町グランドハイツ9階部分,3280万円,東京都中央区日本橋中洲,東京メトロ半蔵門線「水天宮前」徒歩5分,30.93m2（壁芯）,1DK,5.07m2,1976年8月
メゾン本駒込,3280万円,東京都文京区本駒込５,ＪＲ山手線「駒込」徒歩8分,46.2m2（13.97坪）（壁芯）,ワンルーム,4.56m2,1975年11月
サンハイツ九段 九段の物件は地場の未来エステートへ,3280万円,東京都千代田区飯田橋１-7-8,東京メトロ東西線「飯田橋」徒歩6分,29.88m2（壁芯）,ワンルーム,-,1981年4月
サンハイツ九段,3280万円,東京都千代田区飯田橋１-7-8,東京メトロ東西線「飯田橋」徒歩4分,29.88m2（壁芯）,ワンルーム,-,1981年4月
ストークコージィ芝公園,3280万円,東京都港区芝２,都営三田線「芝公園」徒歩5分,27.76m2（8.39坪）（壁芯）,ワンルーム,1.3m2,1982年2月
インペリアル赤坂一番館,3280万円,東京都港区赤坂８,東京メトロ千代田線「乃木坂」徒歩5分,29.46m2（8.91坪）（壁芯）,1K+S（納戸）,4.83m2,1980年9月
千駄ヶ谷平和マンション,3280万円,東京都渋谷区千駄ヶ谷２,東京メトロ副都心線「北参道」徒歩5分,29.68m2（壁芯）,ワンルーム,9.5m2,1966年10月
シャトレ市ヶ谷,3290万円,東京都新宿区富久町11-5,東京メトロ丸ノ内線「新宿御苑前」徒歩8分,38.93m2（11.77坪）（壁芯）,1DK,5.37m2,1970年12月
南青山コーポ,3298万円,東京都港区南青山１-13-5,東京メトロ千代田線「乃木坂」徒歩5分,34.95m2（壁芯）,1LDK,2m2,1967年7月
南青山コーポ,3298万円,東京都港区南青山１-13-5,東京メトロ千代田線「乃木坂」徒歩5分,32.95m2（9.96坪）（壁芯）,1LDK,5.5m2,1967年7月
南青山コーポ,3298万円,東京都港区南青山１-13-5,東京メトロ千代田線「乃木坂」徒歩5分,32.95m2（9.96坪）（壁芯）,1LDK,5.5m2,1967年7月
南青山コーポ,3298万円,東京都港区南青山１,東京メトロ千代田線「乃木坂」徒歩5分,32.95m2（9.96坪）（壁芯）,1LDK,5.5m2,1967年7月
南青山コーポ,3298万円,東京都港区南青山１,東京メトロ千代田線「乃木坂」徒歩5分,32.95m2（壁芯）,1LDK,5.5m2,1967年7月
南青山コーポ,3298万円,東京都港区南青山１-13-5,東京メトロ千代田線「乃木坂」徒歩5分,32.95m2（9.96坪）（壁芯）,1LDK,5.5m2,1972年7月
南青山コーポ,3298万円,東京都港区南青山１-13-5,東京メトロ千代田線「乃木坂」徒歩5分,32.95m2（壁芯）,1LDK,5.5m2,1967年7月
南青山コーポ,3298万円,東京都港区南青山１,東京メトロ千代田線「乃木坂」徒歩5分,30.51m2（登記）,1LDK,2m2,1972年7月
ラグジュアリーアパートメント文京千石,3330万円,東京都文京区白山５,都営三田線「千石」徒歩3分,27.5m2（8.31坪）（壁芯）,2K,4.46m2,2004年3月
ノア新宿1号館,3380万円,東京都新宿区歌舞伎町２,都営大江戸線「東新宿」徒歩1分,38.07m2（壁芯）,2DK,2.94m2,1978年6月
秀和弥生町レジデンス,3380万円,東京都文京区弥生２,東京メトロ千代田線「根津」徒歩6分,40.92m2（壁芯）,1K,-,1969年12月
広尾フラワーホーム,3380万円,東京都渋谷区広尾５,東京メトロ日比谷線「広尾」徒歩5分,31m2（9.37坪）（壁芯）,1DK,2.55m2,1971年3月
シティマンション新宿,3380万円,東京都新宿区余丁町,都営大江戸線「若松河田」徒歩2分,37.24m2（壁芯）,1LDK,2.43m2,1978年8月
ノア新宿1号館,3380万円,東京都新宿区歌舞伎町２-4-11,東京メトロ副都心線「東新宿」徒歩1分,38.07m2（11.51坪）（壁芯）,2DK,2.94m2,1978年6月
ノア新宿1号館,3380万円,東京都新宿区歌舞伎町２,都営大江戸線「東新宿」徒歩1分,38.07m2（壁芯）,2DK,2.94m2,1978年6月
ノア新宿１号館,3380万円,東京都新宿区歌舞伎町２-4-11,都営大江戸線「東新宿」徒歩1分,38.07m2（壁芯）,2DK,2.94m2,1978年6月
広尾フラワーホーム,3380万円,東京都渋谷区広尾５,東京メトロ日比谷線「広尾」徒歩5分,31m2（壁芯）,1DK,2.55m2,1971年3月
ニューハイム田町,3380万円,東京都港区芝浦２,ＪＲ山手線「田町」徒歩11分,36.67m2（壁芯）,2K,3.49m2,1980年3月
広尾フラワーホーム,3380万円,東京都渋谷区広尾５,東京メトロ日比谷線「広尾」徒歩5分,31m2（壁芯）,1DK,2.55m2,1971年3月
ユニー千石,3380万円,東京都文京区千石１,都営三田線「千石」徒歩1分,48.14m2（壁芯）,ワンルーム,3.24m2,1978年10月
ヴェルドミール柳橋,3380万円,東京都中央区東日本橋２,都営浅草線「東日本橋」徒歩5分,37.32m2（壁芯）,1LDK,4.8m2,1978年7月
ユニー千石,3400万円,東京都文京区千石１-29-11,都営三田線「千石」徒歩1分,51.37m2（15.53坪）（壁芯）,2LDK,-,1978年10月
グローリア平河町,3400万円,東京都千代田区平河町１,東京メトロ半蔵門線「半蔵門」徒歩2分,29.06m2（壁芯）,1K,2.95m2,1984年9月
グランスイートＴОＫＹОマークス,3450万円,東京都千代田区神田多町２,ＪＲ山手線「神田」徒歩5分,23.86m2（7.21坪）（壁芯）,1K,2.69m2,2004年2月
新宿パークサイド永谷,3480万円,東京都新宿区西新宿４-14-7,都営大江戸線「西新宿五丁目」徒歩5分,31.07m2（9.39坪）（壁芯）,1LDK,3.62m2,1977年7月
秀和幡ヶ谷レジデンス,3480万円,東京都渋谷区幡ヶ谷１-30-1,京王新線「幡ヶ谷」徒歩4分,35.1m2（10.61坪）,1LDK,-,1974年11月
グローリア初穂音羽,3480万円,東京都文京区音羽１,東京メトロ有楽町線「江戸川橋」徒歩5分,37m2（壁芯）,1DK,3.05m2,1983年7月
プチモンド目白台,3480万円,東京都文京区目白台２,東京メトロ有楽町線「護国寺」徒歩5分,31.93m2（壁芯）,1LDK,3.6m2,1982年3月
秀和幡ヶ谷レジデンス,3480万円,東京都渋谷区幡ヶ谷１,京王新線「幡ヶ谷」徒歩4分,35.1m2（壁芯）,1LDK,5.4m2,1974年11月
西大久保ローヤルコーポ,3480万円,東京都新宿区大久保３,ＪＲ山手線「新大久保」徒歩12分,38.83m2（11.74坪）（壁芯）,1LDK,-,1976年8月
秀和幡ヶ谷レジデンス,3480万円,東京都渋谷区幡ヶ谷１-30-1,京王新線「幡ヶ谷」徒歩4分,35.1m2（10.61坪）（壁芯）,1LDK,5.4m2,1974年11月
秀和幡ヶ谷レジデンス,3480万円,東京都渋谷区幡ヶ谷１-30-1,京王新線「幡ヶ谷」徒歩4分,35.1m2（10.61坪）（壁芯）,1LDK,5.4m2,1974年11月
三田スカイハイツ,3480万円,東京都港区三田２,東京メトロ南北線「白金高輪」徒歩10分,38.77m2（11.72坪）（壁芯）,1K,5.31m2,1977年10月
初台中央マンション,3480万円,東京都渋谷区本町３,都営大江戸線「西新宿五丁目」徒歩6分,38.76m2（壁芯）,1LDK,3.6m2,1971年2月
秀和幡ヶ谷レジデンス,3480万円,東京都渋谷区幡ヶ谷１-30-1,京王新線「幡ヶ谷」徒歩4分,35.1m2（壁芯）,1LDK,5.4m2,1974年11月
西大久保ローヤルコーポ,3480万円,東京都新宿区大久保３-2-4,東京メトロ副都心線「西早稲田」徒歩5分,38.83m2（11.74坪）（壁芯）,1LDK,6.51m2,1976年8月
秀和幡ヶ谷レジデンス,3480万円,東京都渋谷区幡ヶ谷１,京王新線「幡ヶ谷」徒歩4分,35.1m2（10.61坪）（壁芯）,1LDK,5.4m2,1974年11月
南麻布プラザ,3480万円,東京都港区南麻布１,東京メトロ南北線「麻布十番」徒歩8分,38.66m2（壁芯）,1LK,4.8m2,1978年4月
西大久保ローヤルコーポ,3480万円,東京都新宿区大久保３,東京メトロ副都心線「西早稲田」徒歩5分,38.83m2（11.74坪）（壁芯）,1LDK,6.51m2,1976年8月
秀和幡ヶ谷レジデンス,3480万円,東京都渋谷区幡ヶ谷１,京王新線「幡ヶ谷」徒歩4分,35.1m2（壁芯）,1LDK,5.4m2,1974年11月
秀和幡ヶ谷レジデンス,3480万円,東京都渋谷区幡ヶ谷１,京王新線「幡ヶ谷」徒歩4分,35.1m2（壁芯）,1LDK,5.4m2,1974年11月
秀和幡ヶ谷レジデンス,3480万円,東京都渋谷区幡ヶ谷１-30－1,京王新線「幡ヶ谷」徒歩4分,35.1m2（壁芯）,1LDK,5.4m2,1974年11月
新宿パークサイド永谷,3480万円,東京都新宿区西新宿４-14-7,都営大江戸線「西新宿五丁目」徒歩7分,31.07m2（9.39坪）（壁芯）,1LDK,3.62m2,1977年7月
秀和幡ケ谷レジデンス,3480万円,東京都渋谷区幡ヶ谷１-３０－１,京王新線「幡ヶ谷」徒歩4分,41.6m2,ワンルーム,6.4m2,1974年11月
藤和新宿番衆町コープ,3480万円,東京都新宿区新宿５,東京メトロ丸ノ内線「新宿御苑前」徒歩6分,31.5m2（壁芯）,ワンルーム,3.5m2,1983年7月
ハイベール三田,3480万円,東京都港区芝５,都営浅草線「三田」徒歩2分,26.71m2（8.07坪）（壁芯）,1DK,15.52m2,1980年9月
デュオスカーラ東日本橋,3480万円,東京都中央区日本橋馬喰町１,ＪＲ総武線快速「馬喰町」徒歩1分,30m2（9.07坪）（壁芯）,ワンルーム,3.91m2,2004年8月
秀和幡ヶ谷レジデンス,3480万円,東京都渋谷区幡ヶ谷１,京王新線「幡ヶ谷」徒歩4分,35.1m2（壁芯）,1LDK,5.4m2,1974年11月
ライオンズマンション白金,3480万円,東京都港区白金３,東京メトロ南北線「白金高輪」徒歩6分,34.34m2（壁芯）,1LDK,-,1977年12月
カーサフジマ,3480万円,東京都千代田区九段北４,都営新宿線「市ケ谷」徒歩4分,31.6m2,ワンルーム,5.6m2,1981年10月
ハイベール三田,3480万円,東京都港区芝５,都営浅草線「三田」徒歩2分,26.71m2（壁芯）,1DK,15.52m2,1980年9月
エフローレ日本橋浜町,3480万円,東京都中央区日本橋浜町２,都営新宿線「浜町」徒歩4分,29.54m2（8.93坪）（壁芯）,1DK,4.69m2,2005年4月
秀和田町レジデンス,3490万円,東京都港区芝浦２,ＪＲ山手線「田町」徒歩12分,40.05m2（12.11坪）（壁芯）,2DK,4.23m2,1982年1月
御苑パビリオン,3498万円,東京都渋谷区千駄ヶ谷５-14-14,ＪＲ山手線「代々木」徒歩3分,39.6m2（壁芯）,1LDK,10.74m2,1969年10月
恵比寿ハイツ,3499万円,東京都渋谷区恵比寿３-43-1,ＪＲ山手線「恵比寿」徒歩10分,40.64m2（12.29坪）,1LDK,4.71m2,1967年6月
恵比寿ハイツ,3499万円,東京都渋谷区恵比寿３,ＪＲ山手線「恵比寿」徒歩10分,40.64m2（12.29坪）,1LDK,4.71m2,1967年6月
恵比寿ハイツ,3499万円,東京都渋谷区恵比寿３,ＪＲ山手線「恵比寿」徒歩10分,40.64m2（12.29坪）（壁芯）,1LDK,4.71m2,1967年6月
恵比寿ハイツ,3499万円,東京都渋谷区恵比寿３,東京メトロ日比谷線「広尾」徒歩10分,40.64m2（12.29坪）（壁芯）,1LDK,4.71m2,1967年6月
恵比寿ハイツ,3499万円,東京都渋谷区恵比寿３,東京メトロ日比谷線「広尾」徒歩10分,40.64m2,1LDK,4.71m2,1967年6月
■■恵比寿ハイツ■■新規リフォーム＆家具付き☆,3499万円,東京都渋谷区恵比寿３,ＪＲ山手線「恵比寿」徒歩10分,40.64m2,1LDK,4.71m2,1967年6月
恵比寿ハイツ,3499万円,東京都渋谷区恵比寿３,東京メトロ日比谷線「広尾」徒歩14分,40.64m2,1LDK,4.71m2,1967年6月
ハイライフ文京,3499万円,東京都文京区千駄木２,東京メトロ千代田線「千駄木」徒歩3分,36.17m2（壁芯）,1LDK,3.18m2,1977年1月
恵比寿ハイツ,3499万円,東京都渋谷区恵比寿３,ＪＲ山手線「恵比寿」徒歩10分,40.64m2,1LDK,4.71m2,1967年6月
恵比寿ハイツ,3499万円,東京都渋谷区恵比寿３-43－1,ＪＲ山手線「恵比寿」徒歩10分,40.64m2（壁芯）,1LDK,4.71m2,1967年6月
恵比寿ハイツ,3499万円,東京都渋谷区恵比寿３,ＪＲ山手線「恵比寿」徒歩10分,40.64m2（12.29坪）（壁芯）,1LDK,4.71m2,1967年6月
恵比寿ハイツ,3499万円,東京都渋谷区恵比寿３-43-1,ＪＲ山手線「恵比寿」徒歩13分,40.64m2,1LDK,4.71m2,1967年6月
恵比寿ハイツ,3499万円,東京都渋谷区恵比寿３,ＪＲ山手線「恵比寿」徒歩10分,40.64m2（壁芯）,1LDK,4.71m2,1967年6月
恵比寿ハイツ,3499万円,東京都渋谷区恵比寿３-43-1,ＪＲ山手線「恵比寿」徒歩10分,40.64m2,1LDK,4.71m2,1967年6月
越前堀永谷マンション,3499万円,東京都中央区新川１-28-4,東京メトロ日比谷線「八丁堀」徒歩8分,40.67m2（壁芯）,1LDK,4.67m2,1974年8月
恵比寿ハイツ,3499万円,東京都渋谷区恵比寿３,ＪＲ山手線「恵比寿」徒歩10分,40.64m2（12.29坪）（壁芯）,1LDK,4.71m2,1967年6月
恵比寿ハイツ,3499万円,東京都渋谷区恵比寿３,ＪＲ山手線「恵比寿」徒歩10分,40.64m2,1LDK,4.71m2,1967年6月
城北台マンション,3499万円,東京都新宿区弁天町76-5,都営大江戸線「牛込柳町」徒歩5分,40.15m2（壁芯）,1LDK,-,1970年4月
恵比寿ハイツ,3499万円,東京都渋谷区恵比寿３,ＪＲ山手線「恵比寿」徒歩10分,40.64m2,1LDK,4.71m2,1967年6月
恵比寿ハイツ,3499万円,東京都渋谷区恵比寿３,ＪＲ山手線「恵比寿」徒歩10分,40.64m2（12.29坪）（壁芯）,1LDK,4.71m2,1967年6月
恵比寿ハイツ,3499万円,東京都渋谷区恵比寿３,ＪＲ山手線「恵比寿」徒歩10分,40.64m2（壁芯）,1LDK,4.71m2,1967年6月
越前堀永谷マンション,3499万円,東京都中央区新川１-28-4,東京メトロ日比谷線「八丁堀」徒歩8分,40.67m2（12.30坪）（壁芯）,1LDK,4.67m2,1974年8月
越前堀永谷マンション,3499万円,東京都中央区新川１,東京メトロ日比谷線「八丁堀」徒歩8分,40.67m2（壁芯）,1LDK,4.67m2,1974年8月
越前堀永谷マンション,3499万円,東京都中央区新川１-28-4,東京メトロ日比谷線「茅場町」徒歩1分,40.67m2（壁芯）,1LDK,4.67m2,1974年8月
GSハイム宮益坂,3500万円,東京都渋谷区渋谷１,ＪＲ山手線「渋谷」徒歩4分,31.43m2（9.50坪）（壁芯）,ワンルーム,3.6m2,1981年8月
レイズビル高田馬場,3580万円,東京都新宿区西早稲田３-31-4,都電荒川線「面影橋」徒歩2分,33.76m2（10.21坪）,1LDK,-,1992年3月
松濤マンション,3580万円,東京都渋谷区松濤２,京王井の頭線「神泉」徒歩5分,26.3m2（壁芯）,ワンルーム,5.4m2,1970年5月
レイズビル高田馬場,3580万円,東京都新宿区西早稲田３,都電荒川線「面影橋」徒歩2分,33.76m2（壁芯）,1LDK,-,1992年3月
落合マンション,3580万円,東京都新宿区下落合１,ＪＲ山手線「高田馬場」徒歩8分,39.77m2,1LDK,4.09m2,1970年11月
レイズビル高田馬場,3580万円,東京都新宿区西早稲田３-31-4,都電荒川線「面影橋」徒歩2分,33.76m2（10.21坪）（壁芯）,1LDK,-,1992年3月
落合マンション,3580万円,東京都新宿区下落合１,ＪＲ山手線「高田馬場」徒歩9分,39.77m2（壁芯）,1LDK,4.09m2,1970年11月
落合マンション,3580万円,東京都新宿区下落合１,西武新宿線「下落合」徒歩9分,39.77m2,1LDK,4.09m2,1970年11月
レイズビル高田馬場,3580万円,東京都新宿区西早稲田３,都電荒川線「面影橋」徒歩2分,33.76m2（壁芯）,1LDK,-,1992年3月
松濤マンション,3580万円,東京都渋谷区松濤２,京王井の頭線「神泉」徒歩6分,26.3m2（壁芯）,ワンルーム,5.4m2,1970年5月
築地永谷タウンプラザ,3580万円,東京都中央区築地２,東京メトロ日比谷線「築地」徒歩2分,30.21m2,ワンルーム,3.12m2,1983年3月
ライオンズプラザ新宿,3599万円,東京都新宿区歌舞伎町２,ＪＲ山手線「新宿」徒歩9分,39.8m2（壁芯）,2LDK,3.67m2,1983年7月
グランドメゾン田町,3600万円,東京都港区芝浦２-1-11,ＪＲ山手線「田町」徒歩9分,35.34m2（10.69坪）,1DK,7.13m2,1983年1月
グランドメゾン田町,3600万円,東京都港区芝浦２,ＪＲ山手線「田町」徒歩10分,35.34m2（10.69坪）（壁芯）,ワンルーム,7.13m2,1983年1月
ジーエスハイム宮益坂,3600万円,東京都渋谷区渋谷１,ＪＲ山手線「渋谷」徒歩4分,31.22m2（壁芯）,ワンルーム+S（納戸）,10.14m2,1981年8月
DUOSTAGE中落合,3600万円,東京都新宿区中落合１,西武新宿線「中井」徒歩7分,30.69m2（壁芯）,1K,4.95m2,2018年9月
グランドメゾン田町,3600万円,東京都港区芝浦２,新交通ゆりかもめ「芝浦ふ頭」徒歩9分,35.34m2（10.69坪）,ワンルーム,7.13m2,1983年1月
藤和新宿番衆町コープ,3650万円,東京都新宿区新宿５-１-１９,東京メトロ丸ノ内線「新宿御苑前」徒歩6分,27.9m2（8.43坪）（壁芯）,1K,3.6m2,1983年8月
