apt_name,price,address,station_distance,area,floor_plan,balcony,year
サンクタス代々木上原,7200万円,東京都渋谷区西原３,東京メトロ千代田線「代々木上原」徒歩5分,56.54m2（壁芯）,1LDK,-,2005年4月
サンクタス四谷・曙橋ルーセンシティ,7200万円,東京都新宿区住吉町,都営新宿線「曙橋」徒歩1分,50.96m2（壁芯）,1LDK,5.1m2,2005年9月
サンクタス代々木上原,7200万円,東京都渋谷区西原３-26-5,小田急線「代々木上原」徒歩4分,56.54m2,1LDK,-,2005年4月
アクサス東新宿アジールコート,7200万円,東京都新宿区大久保１,都営大江戸線「東新宿」徒歩2分,42.19m2（壁芯）,1LDK,5.22m2,2014年5月
パークホームズ文京千石ステーションアリーナ,7240万円,東京都文京区千石１,都営三田線「千石」徒歩1分,46.69m2（14.12坪）（壁芯）,1LDK,9.13m2,2004年11月
プレジール日本橋人形町,7250万円,東京都中央区日本橋人形町２,東京メトロ日比谷線「人形町」徒歩4分,52.67m2（壁芯）,2LDK,5.1m2,1998年11月
三光坂ホームズ,7280万円,東京都港区白金２,東京メトロ南北線「白金高輪」徒歩6分,59.35m2（壁芯）,ワンルーム,3.24m2,1984年11月
代々木フラワーマンション,7280万円,東京都渋谷区西原１-7-2,東京メトロ千代田線「代々木上原」徒歩6分,50.46m2（壁芯）,1LDK+S（納戸）,-,1969年1月
プレミスト明石町,7280万円,東京都中央区明石町,東京メトロ日比谷線「築地」徒歩7分,40.09m2（壁芯）,1LDK,6.25m2,2012年7月
イトーピア神楽坂,7290万円,東京都新宿区山吹町,東京メトロ有楽町線「江戸川橋」徒歩5分,51.19m2,1LDK,9.36m2,1998年2月
ITOPIA神楽坂 3階,7290万円,東京都新宿区山吹町,東京メトロ有楽町線「江戸川橋」徒歩5分,51.19m2（壁芯）,1LDK,9.36m2,1998年2月
イトーピア神楽坂,7290万円,東京都新宿区山吹町,東京メトロ有楽町線「江戸川橋」徒歩5分,51.19m2（壁芯）,1LDK,9.36m2,1998年2月
イトーピア神楽坂,7290万円,東京都新宿区山吹町１３０-１１,東京メトロ有楽町線「江戸川橋」徒歩5分,51.19m2（15.48坪）（壁芯）,1LDK,9.36m2,1998年2月
シヤンボール三田,7299万円,東京都港区三田５,都営三田線「白金高輪」徒歩8分,48.02m2（壁芯）,2LDK,7.74m2,1978年9月
シャンボール三田,7299万円,東京都港区三田５-7-8,東京メトロ南北線「白金高輪」徒歩8分,48.02m2（14.52坪）,2LDK,7.24m2,1978年9月
シャンボール三田,7299万円,東京都港区三田５,東京メトロ南北線「白金高輪」徒歩8分,48.02m2（壁芯）,2LDK,7.74m2,1978年9月
シヤンボール三田,7299万円,東京都港区三田５,東京メトロ南北線「白金高輪」徒歩8分,48.02m2（壁芯）,2LDK,7.74m2,1978年9月
シャンボール三田,7299万円,東京都港区三田５,東京メトロ南北線「白金高輪」徒歩8分,48.02m2（14.52坪）（壁芯）,2LDK,7.74m2,1978年9月
ザ・クレストタワー,7350万円,東京都中央区佃２,東京メトロ有楽町線「月島」徒歩3分,43.46m2（13.14坪）（壁芯）,1LDK,7.6m2,2004年9月
シティタワー銀座東,7380万円,東京都中央区湊２,ＪＲ京葉線「八丁堀」徒歩5分,34.54m2（10.44坪）（壁芯）,2K,8m2,2019年1月
グランシティ日本橋水天宮,7380万円,東京都中央区日本橋中洲,東京メトロ半蔵門線「水天宮前」徒歩6分,43.52m2（壁芯）,2LDK,4.48m2,2003年8月
シーフォルム高田馬場Ⅱ,7380万円,東京都新宿区下落合１,ＪＲ山手線「高田馬場」徒歩4分,30.75m2（9.30坪）（壁芯）,1LDK,6.82m2,2024年12月
サンラインお茶の水,7380万円,東京都文京区湯島１,ＪＲ中央線「御茶ノ水」徒歩6分,59.57m2（18.01坪）（壁芯）,2LDK,7.25m2,1983年4月
ゾンネンハイム六義園,7380万円,東京都文京区本駒込６,ＪＲ山手線「駒込」徒歩2分,52.94m2,2LDK,8.27m2,1982年10月
藤和大久保コープ,7400万円,東京都新宿区大久保２,東京メトロ副都心線「西早稲田」徒歩4分,83.14m2（壁芯）,2LDK,2.97m2,1982年11月
藤和大久保コープ,7400万円,東京都新宿区大久保２,東京メトロ副都心線「西早稲田」徒歩4分,83.14m2（壁芯）,2LDK,2.97m2,1982年11月
ルジェンテ・リベル日本橋濱町,7400万円,東京都中央区日本橋浜町３,都営新宿線「浜町」徒歩5分,40.45m2（壁芯）,1LDK,2.5m2,2010年3月
パークコート神宮前,7430万円,東京都渋谷区神宮前１,ＪＲ山手線「原宿」徒歩6分,54.64m2（16.52坪）（壁芯）,1LDK,10.8m2,2009年1月
北参道ダイヤモンドパレス,7450万円,東京都渋谷区千駄ヶ谷４,ＪＲ山手線「代々木」徒歩4分,54.42m2（壁芯）,2LDK,7.51m2,1983年3月
アリーナ西落合,7460万円,東京都新宿区西落合３,都営大江戸線「落合南長崎」徒歩5分,90.25m2（壁芯）,3LDK,-,2001年9月
サンクタス文京大塚アヴァンテラス,7480万円,東京都文京区大塚６,東京メトロ丸ノ内線「新大塚」徒歩4分,58.15m2（壁芯）,1LDK+S（納戸）,6.86m2,2010年7月
フローレンスパレス笹塚,7480万円,東京都渋谷区笹塚２-21-2,京王線「笹塚」徒歩4分,51.3m2（壁芯）,2LDK,6.48m2,1999年5月
サンリーブ恵比寿,7480万円,東京都渋谷区恵比寿西２,東京メトロ日比谷線「恵比寿」徒歩7分,55.04m2（壁芯）,2LDK,6.78m2,1978年8月
パークホームズ初台,7480万円,東京都渋谷区初台１-10-2,京王新線「初台」徒歩4分,39.65m2（11.99坪）（壁芯）,1LDK,5.33m2,2014年10月
フローレンスパレス笹塚202号室,7480万円,東京都渋谷区笹塚２,京王線「笹塚」徒歩4分,51.3m2（壁芯）,2LDK,6.48m2,1999年5月
リヴシティ神田,7480万円,東京都千代田区神田富山町,ＪＲ山手線「神田」徒歩4分,45.16m2（壁芯）,1DK,3.3m2,2011年3月
アピカ原宿,7480万円,東京都渋谷区千駄ヶ谷３,東京メトロ副都心線「北参道」徒歩2分,39.78m2（壁芯）,1LDK,2.43m2,1997年3月
飯田橋第一パークファミリア,7480万円,東京都新宿区新小川町,ＪＲ中央線「飯田橋」徒歩10分,63.37m2（壁芯）,2LDK,7.35m2,1979年11月
【 神楽坂～東京ドームが生活圏内 】飯田橋第一パーク…,7480万円,東京都新宿区新小川町7-23,東京メトロ有楽町線「江戸川橋」徒歩9分,63.37m2（19.16坪）（壁芯）,2LDK,7.35m2,1979年11月
シティハウス新宿柏木,7480万円,東京都新宿区北新宿４,ＪＲ中央線「大久保」徒歩9分,56.76m2（17.16坪）（壁芯）,2LDK,6.45m2,2004年4月
フローレンスパレス笹塚,7480万円,東京都渋谷区笹塚２-21-2,京王線「笹塚」徒歩4分,51.3m2（15.51坪）（壁芯）,2LDK,6.48m2,1999年5月
飯田橋第一パークファミリア,7480万円,東京都新宿区東五軒町7-23,都営大江戸線「飯田橋」徒歩10分,63.37m2（19.16坪）（壁芯）,2LDK,7.35m2,1979年11月
新宿山吹アインスタワー,7480万円,東京都新宿区山吹町,東京メトロ有楽町線「江戸川橋」徒歩2分,42.14m2（12.74坪）（壁芯）,1DK,4.59m2,2008年2月
アリビオーレ神楽坂,7480万円,東京都新宿区東五軒町,東京メトロ東西線「神楽坂」徒歩7分,45.36m2（13.72坪）（壁芯）,1LDK,11.6m2,2002年1月
サンクタス文京大塚アヴァンテラス,7480万円,東京都文京区大塚６,東京メトロ丸ノ内線「新大塚」徒歩4分,58.15m2（壁芯）,1LDK,6.86m2,2010年7月
サンクタス文京大塚アヴァンテラス,7480万円,東京都文京区大塚６,東京メトロ丸ノ内線「新大塚」徒歩4分,58.15m2（壁芯）,1LDK,6.86m2,2010年7月
サンクタス文京大塚アヴァンテラス,7480万円,東京都文京区大塚６,東京メトロ丸ノ内線「新大塚」徒歩4分,58.15m2,1LDK,6.86m2,2010年7月
フローレンスパレス笹塚,7480万円,東京都渋谷区笹塚２,京王線「笹塚」徒歩4分,51.3m2（壁芯）,2LDK,6.48m2,1999年5月
サンクタス文京大塚アヴァンテラス,7480万円,東京都文京区大塚６-10-14,東京メトロ丸ノ内線「新大塚」徒歩4分,58.15m2（17.59坪）（壁芯）,1LDK,6.86m2,2010年7月
サンクタス文京大塚アヴァンテラス,7480万円,東京都文京区大塚６,東京メトロ丸ノ内線「新大塚」徒歩4分,58.15m2（壁芯）,1LDK,6.86m2,2010年7月
サンクタス文京大塚アヴァンテラス,7480万円,東京都文京区大塚６,東京メトロ丸ノ内線「新大塚」徒歩4分,58.15m2（壁芯）,1LDK,6.86m2,2010年7月
サンクタス文京大塚アヴァンテラス,7480万円,東京都文京区大塚６,東京メトロ丸ノ内線「新大塚」徒歩4分,58.15m2（17.59坪）（壁芯）,1LDK,6.86m2,2010年7月
クオリア神南フラッツ,7480万円,東京都渋谷区神南１,ＪＲ山手線「渋谷」徒歩9分,32.62m2（壁芯）,1DK+S（納戸）,3.8m2,2008年1月
サンクタス文京大塚アヴァンテラス,7480万円,東京都文京区大塚６-10-14,東京メトロ丸ノ内線「新大塚」徒歩4分,58.15m2（17.59坪）（壁芯）,1LDK,6.86m2,2010年7月
フローレンスパレス笹塚,7480万円,東京都渋谷区笹塚２,京王線「笹塚」徒歩4分,51.3m2（壁芯）,2LDK,6.48m2,1999年5月
ＢＥＬＩＳＴＡ茗荷谷,7480万円,東京都文京区大塚２,東京メトロ丸ノ内線「茗荷谷」徒歩6分,45.34m2（13.71坪）（壁芯）,1LDK,5.74m2,2011年7月
ルジェンテ文京湯島,7480万円,東京都文京区湯島２,東京メトロ千代田線「湯島」徒歩5分,32.04m2（9.69坪）（壁芯）,1LDK,6.35m2,2022年8月
サンクタス文京大塚アヴァンテラス,7480万円,東京都文京区大塚６-10-14,東京メトロ丸ノ内線「新大塚」徒歩4分,58.15m2（17.59坪）（壁芯）,1LDK,6.86m2,2010年7月
サンクタス文京大塚アヴァンテラス,7480万円,東京都文京区大塚６,東京メトロ丸ノ内線「新大塚」徒歩4分,58.15m2（17.59坪）（壁芯）,1LDK,6.86m2,2010年9月
飯田橋第一パークファミリア,7480万円,東京都新宿区新小川町,東京メトロ有楽町線「江戸川橋」徒歩10分,63.37m2（壁芯）,2LDK,7.35m2,1979年11月
飯田橋第一パークファミリア,7480万円,東京都新宿区新小川町,ＪＲ総武線「飯田橋」徒歩10分,63.37m2（壁芯）,2LDK,7.35m2,1979年11月
サンクタス文京大塚アヴァンテラス,7480万円,東京都文京区大塚６,東京メトロ丸ノ内線「新大塚」徒歩4分,58.15m2（17.59坪）（壁芯）,1LDK,6.86m2,2010年7月
サンクタス文京大塚アヴァンテラス,7480万円,東京都文京区大塚６,東京メトロ丸ノ内線「新大塚」徒歩4分,58.15m2（17.59坪）（壁芯）,1LDK,6.86m2,2010年7月
飯田橋第一パークファミリア,7480万円,東京都新宿区新小川町,東京メトロ有楽町線「江戸川橋」徒歩10分,63.37m2（19.16坪）（壁芯）,2DK,7.35m2,1979年11月
サンクタス文京大塚アヴァンテラス,7480万円,東京都文京区大塚６,東京メトロ丸ノ内線「新大塚」徒歩4分,58.15m2（17.59坪）（壁芯）,1LDK,6.86m2,2010年7月
アスコットパーク日本橋浜町アルテ,7490万円,東京都中央区日本橋浜町２,都営新宿線「浜町」徒歩4分,40.32m2（壁芯）,1LDK,3.46m2,2008年2月
ドラゴンマンション代々木上原壱番館,7490万円,東京都渋谷区上原１,東京メトロ千代田線「代々木上原」徒歩3分,45.52m2（壁芯）,1LDK,-,1998年12月
ニューハイツ青山,7490万円,東京都渋谷区渋谷１,東京メトロ銀座線「渋谷」徒歩6分,31.41m2（壁芯）,1DK,3.5m2,1982年11月
朝日白山マンション,7499万円,東京都文京区白山１,都営三田線「白山」徒歩1分,51.71m2（壁芯）,3LDK,5.95m2,1985年5月
中央ビルディング,7499万円,東京都中央区日本橋浜町３-16-9,東京メトロ半蔵門線「水天宮前」徒歩5分,63.43m2（19.18坪）,2LDK,10.79m2,1977年1月
キャッスルマンション麻布,7499万円,東京都港区麻布十番３-6-10,東京メトロ南北線「麻布十番」徒歩3分,45.18m2（13.66坪）（壁芯）,1LDK,2.47m2,1983年10月
中央ビルディング,7499万円,東京都中央区日本橋浜町３,東京メトロ半蔵門線「水天宮前」徒歩5分,63.43m2（19.18坪）（壁芯）,2LDK,10.79m2,1977年1月
キャッスルマンション麻布,7499万円,東京都港区麻布十番３,東京メトロ南北線「麻布十番」徒歩3分,45.18m2（13.66坪）（壁芯）,2DK,2.47m2,1983年10月
北参道ダイヤモンドパレス,7550万円,東京都渋谷区千駄ヶ谷４,ＪＲ山手線「代々木」徒歩4分,54.42m2（壁芯）,2LDK,7.03m2,1983年3月
ブランズ六本木,7550万円,東京都港区六本木７,東京メトロ日比谷線「六本木」徒歩3分,35.57m2（10.75坪）（壁芯）,1K,3.28m2,2013年2月
ファミール銀座イースト,7580万円,東京都中央区築地２,東京メトロ有楽町線「新富町」徒歩1分,46.17m2（13.96坪）（壁芯）,1LDK,3.68m2,2004年3月
プレジール北新宿,7580万円,東京都新宿区北新宿３-4-4,ＪＲ総武線「大久保」徒歩4分,51.99m2（壁芯）,2LDK,-,2001年6月
カテリーナ代々木,7580万円,東京都渋谷区代々木２-２２－５,都営新宿線「新宿」徒歩4分,57.34m2,2LDK,7.42m2,1980年7月
アクシア広尾,7600万円,東京都渋谷区恵比寿２-31-5,東京メトロ日比谷線「広尾」徒歩7分,36.57m2（11.06坪）,1K,-,2005年3月
アクシア広尾,7600万円,東京都渋谷区恵比寿２,東京メトロ日比谷線「広尾」徒歩7分,36.57m2（壁芯）,ワンルーム,-,2005年3月
アクシア広尾,7600万円,東京都渋谷区恵比寿２-31－5,東京メトロ日比谷線「広尾」徒歩7分,36.57m2（11.06坪）（壁芯）,ワンルーム,4.42m2,2005年3月
アクシア広尾,7600万円,東京都渋谷区恵比寿２-31-5,東京メトロ日比谷線「広尾」徒歩7分,36.57m2（11.06坪）（壁芯）,1K,-,2005年3月
アクシア広尾,7600万円,東京都渋谷区恵比寿２,東京メトロ日比谷線「恵比寿」徒歩7分,36.57m2（壁芯）,1K,-,2005年3月
アクシア広尾,7600万円,東京都渋谷区恵比寿２,東京メトロ日比谷線「広尾」徒歩8分,36.57m2,ワンルーム,4.42m2,2005年3月
アクシア広尾,7600万円,東京都渋谷区恵比寿２-31-5,東京メトロ日比谷線「広尾」徒歩7分,36.57m2（11.06坪）,1K,4.42m2,2005年3月
アクシア広尾,7600万円,東京都渋谷区恵比寿２,東京メトロ日比谷線「広尾」徒歩9分,36.57m2（壁芯）,1K,4.42m2,2005年3月
宮庭東新宿ビル,7600万円,東京都新宿区新宿７,東京メトロ副都心線「東新宿」徒歩3分,51.39m2（壁芯）,1LDK,4.16m2,2012年8月
アクシア広尾,7600万円,東京都渋谷区恵比寿２,東京メトロ日比谷線「広尾」徒歩7分,36.57m2（11.06坪）,1K,-,2005年3月
アクシア広尾,7600万円,東京都渋谷区恵比寿２,東京メトロ日比谷線「広尾」徒歩8分,36.57m2（11.06坪）（壁芯）,ワンルーム,4.42m2,2005年3月
グランドメゾン田町,7680万円,東京都港区芝浦２,新交通ゆりかもめ「芝浦ふ頭」徒歩9分,63.43m2（壁芯）,3LDK,4.9m2,1983年1月
チュリス氷川坂,7680万円,東京都港区赤坂６-１０－３３,東京メトロ千代田線「赤坂」徒歩6分,55.38m2（16.75坪）（壁芯）,1LDK,3.29m2,1978年3月
グランドメゾン田町,7680万円,東京都港区芝浦２,ＪＲ山手線「田町」徒歩10分,63.43m2（19.18坪）（壁芯）,3LDK,4.9m2,1983年1月
フォリアージュ,7680万円,東京都文京区水道１,東京メトロ丸ノ内線「後楽園」徒歩11分,53.6m2（壁芯）,2LDK,8.23m2,2005年2月
シャトレ市ヶ谷,7680万円,東京都新宿区富久町,東京メトロ丸ノ内線「新宿御苑前」徒歩8分,61.83m2（壁芯）,1LDK,5.37m2,1970年12月
グローリオ文京東大前ヒルズ,7680万円,東京都文京区白山１-25-15,都営三田線「白山」徒歩5分,44.28m2（13.39坪）（壁芯）,1LDK,11.03m2,2018年1月
ユニロイヤル西早稲田,7680万円,東京都新宿区西早稲田２,東京メトロ副都心線「西早稲田」徒歩1分,48.34m2（14.62坪）（登記）,1LDK,8.18m2,2006年11月
グローリオ文京東大前ヒルズ,7680万円,東京都文京区白山１,都営三田線「白山」徒歩5分,44.28m2（13.39坪）（壁芯）,1LDK,11.03m2,2018年1月
グランドメゾン幡ヶ谷,7680万円,東京都渋谷区幡ヶ谷３,京王新線「幡ヶ谷」徒歩7分,65.31m2（19.75坪）（壁芯）,2LDK,3.91m2,1987年4月
THE TOWERS DAIBA,7680万円,東京都港区台場２,新交通ゆりかもめ「お台場海浜公園」徒歩3分,47.14m2（14.25坪）（壁芯）,1LDK,5.29m2,2006年5月
クレスト見晴坂,7690万円,東京都新宿区中落合１,西武新宿線「中井」徒歩5分,65.35m2（19.76坪）（壁芯）,3LDK,9.06m2,1996年8月
クレスト見晴坂,7690万円,東京都新宿区中落合１,西武新宿線「中井」徒歩5分,65.35m2（19.76坪）（壁芯）,3LDK,9.06m2,1996年8月
プレール・ドューク月島Ⅱ,7690万円,東京都中央区佃３-8-6,東京メトロ有楽町線「月島」徒歩3分,55.1m2（壁芯）,1LDK+S（納戸）,4.01m2,2018年1月
ハイネス代官山,7700万円,東京都渋谷区恵比寿南３,東急東横線「代官山」徒歩3分,54.46m2（壁芯）,2LDK,14.67m2,1979年12月
パークホームズ初台一丁目,7700万円,東京都渋谷区初台１,京王新線「初台」徒歩2分,32.16m2（9.72坪）（壁芯）,1DK,5.23m2,2023年4月
ハイネス代官山,7700万円,東京都渋谷区恵比寿南３,東急東横線「代官山」徒歩3分,54.46m2（壁芯）,2LDK,14.67m2,1979年12月
パークホームズ初台一丁目,7700万円,東京都渋谷区初台１,京王新線「初台」徒歩2分,32.16m2（壁芯）,1DK,5.23m2,2023年4月
日神パレステージ西麻布,7780万円,東京都港区西麻布４-11-2,東京メトロ日比谷線「六本木」徒歩10分,38.2m2（11.55坪）（壁芯）,1DK,3.46m2,1996年3月
日神パレステージ西麻布,7780万円,東京都港区西麻布４,東京メトロ日比谷線「広尾」徒歩10分,38.2m2（壁芯）,1DK,3.46m2,1996年6月
日神パレステージ西麻布,7780万円,東京都港区西麻布４-11-2,東京メトロ日比谷線「広尾」徒歩10分,38.2m2（壁芯）,1LDK,3.46m2,1996年3月
日神パレステージ西麻布,7780万円,東京都港区西麻布４-11-2,東京メトロ日比谷線「六本木」徒歩10分,38.2m2（11.55坪）（壁芯）,1DK+S（納戸）,3.46m2,1996年3月
日神パレステージ西麻布,7780万円,東京都港区西麻布４,東京メトロ日比谷線「六本木」徒歩10分,38.2m2（11.55坪）（壁芯）,1DK,3.46m2,1996年3月
ロジマン御苑,7780万円,東京都新宿区四谷４,東京メトロ丸ノ内線「新宿御苑前」徒歩4分,69.85m2（21.12坪）,2LDK,7.95m2,1979年11月
リーラ文京本駒込,7780万円,東京都文京区本駒込４,ＪＲ山手線「田端」徒歩10分,58.49m2（壁芯）,2LDK,7m2,1995年3月
ロジマン御苑,7780万円,東京都新宿区四谷４,東京メトロ丸ノ内線「新宿御苑前」徒歩4分,69.85m2（21.12坪）（壁芯）,2LDK,7.95m2,1979年11月
日神パレステージ西麻布,7780万円,東京都港区西麻布４-11-2,東京メトロ日比谷線「六本木」徒歩10分,38.2m2（11.55坪）（壁芯）,1DK,11.5m2,1996年3月
日神パレステージ西麻布,7780万円,東京都港区西麻布４,東京メトロ日比谷線「広尾」徒歩10分,38.2m2,1DK,3.46m2,1996年3月
ロジマン御苑,7780万円,東京都新宿区四谷４,東京メトロ丸ノ内線「新宿御苑前」徒歩4分,69.85m2（壁芯）,2LDK,7.95m2,1979年11月
リーラ文京本駒込,7780万円,東京都文京区本駒込４,ＪＲ山手線「田端」徒歩10分,58.49m2（壁芯）,2LDK,7m2,1999年3月
シティハウス四谷三丁目,7780万円,東京都新宿区富久町,東京メトロ丸ノ内線「四谷三丁目」徒歩7分,43.6m2（13.18坪）（壁芯）,1LDK,6.18m2,2012年8月
日神パレステージ西麻布,7780万円,東京都港区西麻布４,東京メトロ日比谷線「六本木」徒歩10分,38.2m2（11.55坪）（壁芯）,1DK,3.46m2,1996年3月
藤和小日向ホームズ,7780万円,東京都文京区小日向１,東京メトロ有楽町線「江戸川橋」徒歩7分,69.12m2（20.90坪）（壁芯）,1LDK+S（納戸）,10.23m2,1988年5月
リーラ本駒込,7780万円,東京都文京区本駒込４,ＪＲ京浜東北線「田端」徒歩10分,58.49m2（17.69坪）,2LDK,7m2,1995年2月
日神パレステージ西麻布,7780万円,東京都港区西麻布４,東京メトロ日比谷線「広尾」徒歩10分,38.2m2（11.55坪）（壁芯）,1DK,3.46m2,1996年3月
日神パレステージ西麻布,7780万円,東京都港区西麻布４,東京メトロ日比谷線「広尾」徒歩10分,38.2m2（11.55坪）（壁芯）,1DK,3.46m2,1996年3月
リーラ文京本駒込,7780万円,東京都文京区本駒込４,ＪＲ山手線「田端」徒歩10分,58.49m2,2LDK,7m2,1995年3月
リーラ文京本駒込,7780万円,東京都文京区本駒込４,ＪＲ山手線「田端」徒歩10分,58.49m2（17.69坪）（壁芯）,2LDK,7m2,1995年3月
リーラ文京本駒込,7780万円,東京都文京区本駒込４,ＪＲ山手線「田端」徒歩10分,58.49m2（壁芯）,2LDK,7m2,1995年3月
グリーンパーク八丁堀桜川公園,7780万円,東京都中央区八丁堀４,ＪＲ京葉線「八丁堀」徒歩1分,52.28m2（壁芯）,2LDK,4.96m2,2007年11月
リーラ文京本駒込,7780万円,東京都文京区本駒込４-39-2,ＪＲ京浜東北線「田端」徒歩10分,58.49m2（17.69坪）（壁芯）,2LDK,7m2,1995年3月
日神パレステージ西麻布,7780万円,東京都港区西麻布４,東京メトロ日比谷線「広尾」徒歩10分,38.2m2（11.55坪）（壁芯）,1DK,3.46m2,1996年3月
リーラ文京本駒込,7780万円,東京都文京区本駒込４,ＪＲ山手線「田端」徒歩10分,58.49m2（17.69坪）（壁芯）,2LDK,7m2,1995年3月
リーラ文京本駒込,7780万円,東京都文京区本駒込４,ＪＲ山手線「田端」徒歩10分,58.49m2（17.69坪）（壁芯）,2LDK,7m2,1995年3月
リーラ文京本駒込,7780万円,東京都文京区本駒込４-39-2,ＪＲ山手線「田端」徒歩10分,58.49m2（17.69坪）（壁芯）,2LDK,7m2,1995年3月
リーラ文京本駒込,7780万円,東京都文京区本駒込４,ＪＲ山手線「田端」徒歩10分,58.49m2（17.69坪）（壁芯）,2LDK,7m2,1995年3月
リーラ文京本駒込,7780万円,東京都文京区本駒込４-39-2,ＪＲ山手線「田端」徒歩10分,58.49m2（17.69坪）（壁芯）,2LDK,7m2,1995年3月
リーラ文京本駒込,7780万円,東京都文京区本駒込４,ＪＲ山手線「田端」徒歩13分,58.49m2（壁芯）,2LDK,-,1995年3月
リーラ文京本駒込,7780万円,東京都文京区本駒込４,ＪＲ山手線「田端」徒歩10分,58.49m2（17.69坪）（壁芯）,2LDK,1m2,1995年3月
ピアース渋谷本町レジデンス,7790万円,東京都渋谷区本町４,都営大江戸線「西新宿五丁目」徒歩6分,43.29m2（壁芯）,1LDK+S（納戸）,5.08m2,2023年8月
レグノフォルテ二番町,7790万円,東京都千代田区二番町,東京メトロ有楽町線「麹町」徒歩6分,43.05m2（13.02坪）（壁芯）,1LDK,5.03m2,2006年10月
クラッシィハウス本郷コンフォルテ,7800万円,東京都文京区本郷３,都営大江戸線「本郷三丁目」徒歩3分,42.88m2（壁芯）,1LDK,8.7m2,2011年3月
ガーデンホーム落合ヒルズ,7800万円,東京都新宿区中落合２,西武新宿線「下落合」徒歩4分,66.62m2（20.15坪）（壁芯）,3LDK,8.73m2,1996年11月
ガーデンホーム落合ヒルズ,7800万円,東京都新宿区中落合２,西武新宿線「下落合」徒歩4分,66.62m2,3LDK,8.73m2,1996年11月
ライオンズプラザ初台グランフォート,7800万円,東京都渋谷区初台１,京王新線「初台」徒歩6分,75.29m2（22.77坪）（壁芯）,3LDK,7.24m2,2004年2月
東急ドエル・アルス高田馬場諏訪の杜,7800万円,東京都新宿区高田馬場１,ＪＲ山手線「高田馬場」徒歩7分,55.86m2（16.89坪）（壁芯）,2LDK,4.56m2,2000年8月
ライオンズプラザ初台グランフォード　3階部分,7800万円,東京都渋谷区初台１,京王新線「初台」徒歩6分,75.29m2（壁芯）,3LDK,7.24m2,2004年3月
ライオンズプラザ初台グランフォート,7800万円,東京都渋谷区初台１,京王新線「初台」徒歩6分,75.29m2（22.77坪）（壁芯）,3LDK,7.24m2,2004年3月
ガーデンホーム落合ヒルズ,7800万円,東京都新宿区中落合２,西武新宿線「下落合」徒歩4分,66.62m2（壁芯）,3LDK,8.73m2,1996年11月
ライオンズプラザ初台グランフォート,7800万円,東京都渋谷区初台１-30-1,京王新線「初台」徒歩7分,75.29m2（壁芯）,3LDK,7.24m2,2004年3月
ダイナシティ神保町,7800万円,東京都千代田区神田神保町２,東京メトロ半蔵門線「神保町」徒歩3分,32.3m2（9.77坪）（壁芯）,1LDK,3.82m2,2007年12月
パシフィック白金台,7800万円,東京都港区白金台４,東京メトロ南北線「白金台」徒歩7分,53.46m2,1LDK,8.43m2,1977年3月
ハイライフ三田,7800万円,東京都港区三田３,都営浅草線「泉岳寺」徒歩6分,66.24m2（20.03坪）（壁芯）,2LDK+S（納戸）,10.4m2,1979年12月
ガーデンホーム落合ヒルズ,7800万円,東京都新宿区中落合２,西武新宿線「下落合」徒歩4分,66.62m2（壁芯）,3LDK,8.73m2,1996年11月
赤坂ロイヤルプラザ,7800万円,東京都港区赤坂２,東京メトロ千代田線「赤坂」徒歩4分,56.74m2（壁芯）,1LDK,4.6m2,1982年8月
ピアース神楽坂ＨＩＬＬＳ,7850万円,東京都新宿区赤城下町,東京メトロ東西線「神楽坂」徒歩2分,40.05m2（12.11坪）（壁芯）,ワンルーム,3.62m2,2021年11月
オープンレジデンシア北参道ザ・ハウス,7850万円,東京都渋谷区千駄ヶ谷２,東京メトロ副都心線「北参道」徒歩5分,35.3m2（10.67坪）（壁芯）,1LDK,7.03m2,2023年1月
プラザ麻布,7850万円,東京都港区三田１,東京メトロ南北線「麻布十番」徒歩5分,59.52m2（18.00坪）（壁芯）,2LDK,6.75m2,1983年12月
グランドメゾン元赤坂,7880万円,東京都港区元赤坂１-7-10,東京メトロ銀座線「赤坂見附」徒歩5分,45.9m2（13.88坪）,1LDK,-,1983年10月
グランドメゾン元赤坂,7880万円,東京都港区元赤坂１,東京メトロ銀座線「赤坂見附」徒歩5分,45.9m2（壁芯）,1LDK,5.88m2,1983年10月
グランドメゾン元赤坂,7880万円,東京都港区元赤坂１,東京メトロ銀座線「赤坂見附」徒歩5分,45.9m2（壁芯）,1LDK,5.88m2,1983年10月
グランドメゾン元赤坂,7880万円,東京都港区元赤坂１,東京メトロ銀座線「赤坂見附」徒歩5分,45.9m2（壁芯）,1LDK,5.88m2,1983年10月
グランドメゾン元赤坂,7880万円,東京都港区元赤坂１,東京メトロ銀座線「赤坂見附」徒歩5分,45.9m2（13.88坪）（壁芯）,1LDK,5.88m2,1983年10月
グランドメゾン元赤坂,7880万円,東京都港区元赤坂１,東京メトロ銀座線「赤坂見附」徒歩5分,45.9m2（13.88坪）,1LDK,5.88m2,1983年10月
グランドメゾン元赤坂,7880万円,東京都港区元赤坂１,東京メトロ銀座線「赤坂見附」徒歩5分,45.9m2（壁芯）,1LDK,5.88m2,1983年10月
グランドメゾン元赤坂【即日内覧開催中！希少な角住戸・…,7880万円,東京都港区元赤坂１,東京メトロ銀座線「赤坂見附」徒歩5分,45.9m2（13.88坪）（壁芯）,1LDK,5.88m2,1983年10月
