apt_name,total Price,prefecture,city,town,line,station,way,walking time,area [m2],room,L,D,K,S,balcony [m2],date_year,date_month,age
サンウッド三田パークサイドタワー,298000000,東京,港,三田１,都営大江戸線,赤羽橋,徒歩,2,61.53,2,1,1,1,0,6.48,2005,1,20
プラウド新宿御苑エンパイア,298000000,東京,新宿,大京町,都営大江戸線,国立競技場,徒歩,5,77.66,2,1,1,1,0,-,2010,6,15
サンウッド三田パークサイドタワー,298000000,東京,港,三田１-3-24,都営大江戸線,赤羽橋,徒歩,2,61.53,2,1,1,1,0,6.48,2005,11,20
芝浦アイランドケープタワー,298000000,東京,港,芝浦４,新交通ゆりかもめ,芝浦ふ頭,徒歩,13,101.48,2,1,1,1,0,10.08,2006,12,19
レグノ・セレーノ,298000000,東京,新宿,北新宿３,ＪＲ総武線,大久保,徒歩,3,151.12,2,1,1,1,0,-,2008,4,17
サンウッド三田パークサイドタワー,298000000,東京,港,三田１-3-24,都営大江戸線,赤羽橋,徒歩,2,61.53,2,1,1,1,0,6.48,2005,11,20
サンウッド三田パークサイドタワー,298000000,東京,港,三田１,都営大江戸線,赤羽橋,徒歩,2,61.53,2,1,1,1,0,6.48,2005,11,20
パークコート浜離宮ザ・タワー,298000000,東京,港,浜松町１,ＪＲ山手線,浜松町,徒歩,5,54.7,1,1,1,1,0,14.1,2019,2,6
サンウッド三田パークサイドタワー,298000000,東京,港,三田１,都営大江戸線,赤羽橋,徒歩,2,61.53,2,1,1,1,0,6.48,2005,11,20
ウェリス有栖川,298000000,東京,港,南麻布５,東京メトロ日比谷線,広尾,徒歩,3,72.07,1,1,1,1,0,4.69,2013,11,12
サンウッド三田パークサイドタワー,298000000,東京,港,三田１,都営大江戸線,赤羽橋,徒歩,2,61.53,2,1,1,1,0,6.48,2005,11,20
パークコート浜離宮ザ・タワー,298000000,東京,港,浜松町１,ＪＲ山手線,浜松町,徒歩,5,54.7,1,1,1,1,0,14.1,2019,2,6
赤坂グランドハウス,298000000,東京,港,赤坂８,東京メトロ銀座線,青山一丁目,徒歩,5,134.95,3,1,1,1,0,-,1979,7,46
パークタワー勝どきサウス,298000000,東京,中央,勝どき４,都営大江戸線,勝どき,徒歩,2,87.05,3,1,1,1,0,12,2023,8,2
パークタワー勝どきサウス,299000000,東京,中央,勝どき４,都営大江戸線,勝どき,徒歩,2,90.6,2,1,1,1,0,16.49,2023,8,2
コンシェリア西新宿TOWER’S WEST,300000000,東京,新宿,西新宿６,都営大江戸線,西新宿五丁目,徒歩,6,106.96,3,1,1,1,0,18.72,2008,1,17
CUE NISHIAZABU,310000000,東京,港,西麻布３,都営大江戸線,六本木,徒歩,8,111.03,1,1,1,1,0,-,2003,9,22
ザ・ウエストミンスター南平台,315000000,東京,渋谷,南平台町,ＪＲ山手線,渋谷,徒歩,8,83.41,2,1,1,1,0,-,2004,11,21
富久クロスコンフォートタワー,318000000,東京,新宿,富久町,東京メトロ丸ノ内線,新宿御苑前,徒歩,8,73.14,3,1,1,1,0,16.47,2015,9,10
広尾ガーデンヒルズイーストヒルＢ棟,318000000,東京,渋谷,広尾４,東京メトロ日比谷線,広尾,徒歩,4,79.14,2,1,1,1,0,11.33,1983,8,42
ブランズタワー芝浦,320000000,東京,港,芝浦２,ＪＲ山手線,田町,徒歩,8,82.99,3,1,1,1,0,15.57,2021,9,4
【手数料特典あり♪】ブランズタワー芝浦,320000000,東京,港,芝浦２-9-1,新交通ゆりかもめ,芝浦ふ頭,徒歩,9,82.99,3,1,1,1,0,15.57,2021,8,4
ブランズタワー芝浦,320000000,東京,港,芝浦２,ＪＲ山手線,田町,徒歩,8,82.99,3,1,1,1,0,15.57,2021,8,4
ブランズタワー芝浦,320000000,東京,港,芝浦２,ＪＲ山手線,田町,徒歩,8,82.99,3,1,1,1,0,15.57,2021,8,4
ガーデングラス南麻布,330000000,東京,港,南麻布３,東京メトロ日比谷線,広尾,徒歩,10,112.81,3,1,1,1,1,18.34,1989,10,36
プラウド上原,339000000,東京,渋谷,上原２,小田急線,代々木上原,徒歩,9,89.88,2,1,1,1,0,5.78,2012,4,13
プラウド上原,339000000,東京,渋谷,上原２-20-17,東京メトロ千代田線,代々木上原,徒歩,8,89.88,2,1,1,1,0,5.78,2012,4,13
THE CONOE 一番町,343000000,東京,千代田,一番町13-5,東京メトロ半蔵門線,半蔵門,徒歩,2,78.32,2,1,1,1,1,7.3,2016,8,9
ＴＨＥ　ＣＯＮＯＥ　一番町,343000000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,2,78.32,2,1,1,1,1,7.3,2016,8,9
THE CONOE一番町,343000000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,2,78.32,2,1,1,1,1,7.3,2016,8,9
THE SYLA SHIBUYA-TOMIGAYA,345000000,東京,渋谷,富ヶ谷１,東京メトロ千代田線,代々木公園,徒歩,5,90.99,1,1,1,1,0,4.23,2024,12,1
プラウド南麻布,350000000,東京,港,南麻布４,東京メトロ日比谷線,広尾,徒歩,7,105.1,3,1,1,1,0,16.12,2013,7,12
白金ザ・スカイ,358000000,東京,港,白金１,都営三田線,白金高輪,徒歩,3,75.7,3,1,1,1,0,7,2023,2,2
ブランズ麻布狸穴町,360000000,東京,港,麻布狸穴町,東京メトロ南北線,麻布十番,徒歩,6,63.3,2,1,1,1,1,13.21,2013,12,12
ブランズ麻布狸穴町,360000000,東京,港,麻布狸穴町,東京メトロ日比谷線,神谷町,徒歩,8,63.3,2,1,1,1,1,13.21,2013,12,12
トーカンマンション南青山,365000000,東京,港,南青山４,東京メトロ千代田線,表参道,徒歩,5,124.46,3,1,1,1,0,7.94,1979,3,46
トーカンマンション南青山,365000000,東京,港,南青山４,東京メトロ千代田線,表参道,徒歩,5,124.46,3,1,1,1,0,7.94,1979,3,46
パークコート赤坂桜坂,375800000,東京,港,赤坂１,東京メトロ銀座線,溜池山王,徒歩,3,70.17,2,1,1,1,0,7.44,2016,2,9
パークコート赤坂桜坂,375800000,東京,港,赤坂１,東京メトロ銀座線,溜池山王,徒歩,3,70.17,2,1,1,1,0,7.44,2016,2,9
パークコート神宮北参道ザ・タワー,378000000,東京,渋谷,千駄ヶ谷４,東京メトロ副都心線,北参道,徒歩,1,86.21,3,1,1,1,0,6.36,2023,1,2
パークコート青山ザ・タワー,395000000,東京,港,南青山２,東京メトロ銀座線,青山一丁目,徒歩,3,72.21,1,1,1,1,0,-,2017,12,8
パークコート青山ザタワー,395000000,東京,港,南青山２,東京メトロ銀座線,青山一丁目,徒歩,3,72.21,1,1,1,1,0,-,2018,3,7
ルフォン南平台,398000000,東京,渋谷,南平台町,ＪＲ山手線,渋谷,徒歩,11,100.07,2,1,1,1,0,7,2005,8,20
ルフォン南平台,398000000,東京,渋谷,南平台町,ＪＲ山手線,渋谷,徒歩,11,100.07,2,1,1,1,0,7,2005,8,20
ルフォン南平台,398000000,東京,渋谷,南平台町,京王井の頭線,神泉,徒歩,11,100.07,2,1,1,1,0,7,2005,7,20
コンシェリア西新宿ＴＯＷＥＲ’Ｓ　ＷＥＳＴ,398000000,東京,新宿,西新宿６,都営大江戸線,西新宿五丁目,徒歩,6,113.0,3,1,1,1,0,30.31,2008,1,17
ルフォン南平台,398000000,東京,渋谷,南平台町,ＪＲ山手線,渋谷,徒歩,11,100.07,2,1,1,1,0,7,2005,8,20
ベルテ南青山,398000000,東京,港,南青山４,東京メトロ銀座線,外苑前,徒歩,7,165.29,3,1,1,1,0,61.82,1993,6,32
パークコート麻布十番ザ・タワー,398000000,東京,港,三田１,東京メトロ南北線,麻布十番,徒歩,3,67.25,2,1,1,1,0,13.22,2010,5,15
THE TOKYO TOWERS SEA TOWER,398000000,東京,中央,勝どき６,都営大江戸線,勝どき,徒歩,7,137.16,3,1,1,1,1,14.77,2008,1,17
ＴＨＥ　ＣＯＮＯＥ代官山,420000000,東京,渋谷,恵比寿西１,東急東横線,代官山,徒歩,1,70.67,3,1,1,1,0,7.55,2016,2,9
TokyoTwinParksLeftWing,435000000,東京,港,東新橋１-10,都営大江戸線,汐留,徒歩,2,102.98,2,1,1,1,0,11.36,2002,9,23
東京ツインパークス　レフトウイング　,435000000,東京,港,東新橋１,都営大江戸線,汐留,徒歩,2,102.98,2,1,1,1,0,11.36,2002,9,23
■■TOKYO　TWIN　PARKS◆LEFT　WI…,435000000,東京,港,東新橋１,都営大江戸線,汐留,徒歩,2,102.98,2,1,1,1,0,11.36,2002,9,23
【予約制内覧会実施】プラウドタワー千代田富士見,438000000,東京,千代田,富士見２-10-3,ＪＲ中央線,飯田橋,徒歩,1,88.19,3,1,1,1,0,7.07,2009,2,16
赤坂タワーレジデンス  トップオブザヒル,448000000,東京,港,赤坂２,東京メトロ千代田線,赤坂,徒歩,4,88.77,3,1,1,1,0,7.38,2008,4,17
赤坂タワーレジデンス　トップオブザヒル,448000000,東京,港,赤坂２,東京メトロ千代田線,赤坂,徒歩,4,88.77,3,1,1,1,0,7.38,2008,4,17
白金タワー,448000000,東京,港,白金１,都営三田線,白金高輪,徒歩,2,105.84,2,1,1,1,0,7,2005,11,20
白金タワー,448000000,東京,港,白金１,東京メトロ南北線,白金高輪,徒歩,1,105.84,2,1,1,1,0,7,2005,9,20
赤坂タワーレジデンストップオブザヒル,448000000,東京,港,赤坂２-17-50,東京メトロ千代田線,赤坂,徒歩,4,88.77,3,1,1,1,0,7.38,2008,4,17
赤坂タワーレジデンス Top of the Hill,448000000,東京,港,赤坂２,東京メトロ千代田線,赤坂,徒歩,4,88.77,3,1,1,1,0,7.38,2008,4,17
東京ツインパークス　ライトウィング,448000000,東京,港,東新橋１,都営大江戸線,汐留,徒歩,4,106.23,3,1,1,1,0,11.49,2002,9,23
グランスイート麻布台ヒルトップタワー,450000000,東京,港,麻布台３,東京メトロ南北線,六本木一丁目,徒歩,8,67.31,2,1,1,1,0,6.48,2014,1,11
クラッシィタワー新宿御苑,450000000,東京,新宿,四谷４,東京メトロ丸ノ内線,新宿御苑前,徒歩,4,86.65,2,1,1,1,0,11,2024,11,1
ブランズタワー芝浦,458000000,東京,港,芝浦２,ＪＲ山手線,田町,徒歩,8,103.11,3,1,1,1,0,22.34,2021,8,4
白金ザ・スカイEAST,466000000,東京,港,白金１,都営三田線,白金高輪,徒歩,3,80.82,3,1,1,1,0,11.2,2023,2,2
白金ザ・スカイＥＡＳＴ　,466000000,東京,港,白金１,東京メトロ南北線,白金高輪,徒歩,3,80.82,3,1,1,1,0,11.2,2023,2,2
Shirokane Garden House,480000000,東京,港,白金台５,東京メトロ南北線,白金台,徒歩,6,222.76,4,1,1,1,1,7,1989,10,36
ウェリス代官山猿楽町テラス,488900000,東京,渋谷,猿楽町,東急東横線,代官山,徒歩,5,100.77,2,1,1,1,1,7.55,2024,8,1
シティタワー麻布十番,498000000,東京,港,三田１,東京メトロ南北線,麻布十番,徒歩,4,80.95,2,1,1,1,0,5.52,2009,6,16
シティタワー麻布十番,498000000,東京,港,三田１,東京メトロ南北線,麻布十番,徒歩,4,80.95,2,1,1,1,0,5.52,2009,6,16
赤坂タワーレジデンストップオブザヒル,498000000,東京,港,赤坂２-17-50,東京メトロ千代田線,赤坂,徒歩,4,88.77,3,1,1,1,0,-,2008,4,17
グランドメゾン白金の杜ザ・タワー,498000000,東京,港,白金６,都営三田線,白金台,徒歩,10,97.99,3,1,1,1,0,13.95,2015,5,10
芝浦アイランドケープタワー,498000000,東京,港,芝浦４,ＪＲ山手線,田町,徒歩,13,133.58,3,1,1,1,0,16.62,2006,10,19
シティタワー麻布十番,498000000,東京,港,三田１,東京メトロ南北線,麻布十番,徒歩,5,80.95,2,1,1,1,0,5.52,2009,6,16
グランドメゾン白金の杜ザ・タワー,498000000,東京,港,白金６,東京メトロ南北線,白金台,徒歩,10,97.99,3,1,1,1,0,13.95,2015,5,10
パークコート神宮北参道ザ・タワー,528000000,東京,渋谷,千駄ヶ谷４,東京メトロ副都心線,北参道,徒歩,1,100.32,3,1,1,1,0,8.84,2023,1,2
THE ROPPONGI TOKYO CLUB RE…,530000000,東京,港,六本木３,東京メトロ日比谷線,六本木,徒歩,3,83.83,2,1,1,1,0,6.3,2011,11,14
THE ROPPOMGI TOKYO,544900000,東京,港,六本木３,東京メトロ日比谷線,六本木,徒歩,3,104.4,2,1,1,1,0,10.8,2010,11,15
THE ROPPONGI TOKYO　ザ六本木東京,544900000,東京,港,六本木３,東京メトロ日比谷線,六本木,徒歩,3,104.4,2,1,1,1,0,10.8,2011,11,14
THE ROPPONGI TOKYO,544900000,東京,港,六本木３,東京メトロ日比谷線,六本木,徒歩,3,104.4,2,1,1,1,0,10.8,2010,11,15
【予約制内覧会実施】THE ROPPONGI TOK…,544900000,東京,港,六本木３-7-1,東京メトロ日比谷線,六本木,徒歩,3,104.4,2,1,1,1,0,10.8,2010,11,15
THE ROPPONGI TOKYO,544900000,東京,港,六本木３,東京メトロ日比谷線,六本木,徒歩,7,104.4,2,1,1,1,0,10.8,2010,11,15
パークタワー勝どきサウス,548000000,東京,中央,勝どき４,都営大江戸線,勝どき,徒歩,2,111.94,1,1,1,1,0,12.83,2023,8,2
ワタテラスタワーレジデンス,550000000,東京,千代田,神田淡路町２,東京メトロ千代田線,新御茶ノ水,徒歩,3,95.98,2,1,1,1,0,-,2013,2,12
THE　ROPPONGI　TOKYO　見学予約可　1…,569900000,東京,港,六本木３,東京メトロ日比谷線,六本木,徒歩,3,104.4,2,1,1,1,0,10.8,2010,10,15
元麻布ヒルズフォレストタワー,580000000,東京,港,元麻布１,都営大江戸線,麻布十番,徒歩,6,100.37,2,1,1,1,0,7.56,2002,5,23
マジェスタワー六本木,588000000,東京,港,六本木７,都営大江戸線,六本木,徒歩,5,117.14,2,1,1,1,0,4.55,2006,2,19
パークコート虎ノ門,589000000,東京,港,虎ノ門４,東京メトロ日比谷線,神谷町,徒歩,4,87.48,3,1,1,1,0,11.33,2021,11,4
シティタワー麻布十番,598000000,東京,港,三田１-6-3,都営大江戸線,赤羽橋,徒歩,4,80.95,2,1,1,1,0,5.52,2009,6,16
パークコート赤坂檜町ザタワー,598000000,東京,港,赤坂９,都営大江戸線,六本木,徒歩,7,61.85,2,1,1,1,0,10,2018,2,7
グランスイート麻布台ヒルトップタワー,598000000,東京,港,麻布台３,東京メトロ南北線,六本木一丁目,徒歩,7,89.12,2,1,1,1,0,6.48,2014,1,11
ウェリス麻布狸穴,598000000,東京,港,麻布狸穴町,東京メトロ南北線,麻布十番,徒歩,5,109.1,2,1,1,1,0,15.57,2008,1,17
ウェリス麻布狸穴,598000000,東京,港,麻布狸穴町,都営大江戸線,麻布十番,徒歩,10,109.1,2,1,1,1,0,15.57,2008,1,17
グランスイート麻布台　ヒルトップ,598000000,東京,港,麻布台３,東京メトロ南北線,六本木一丁目,徒歩,7,89.12,2,1,1,1,0,6.48,2014,1,11
プレミストタワー白金高輪,598000000,東京,港,高輪１,東京メトロ南北線,白金高輪,徒歩,1,105.46,2,1,1,1,0,5.7,2022,11,3
プレミストタワー白金高輪,598000000,東京,港,高輪１,東京メトロ南北線,白金高輪,徒歩,1,105.46,2,1,1,1,0,5.7,2022,11,3
パークコート赤坂檜町ザタワー,598000000,東京,港,赤坂９,東京メトロ千代田線,乃木坂,徒歩,6,61.85,2,1,1,1,0,-,2018,2,7
白金ザ・スカイE棟,648000000,東京,港,白金１,東京メトロ南北線,白金高輪,徒歩,3,100.5,1,1,1,1,1,10.8,1993,2,32
白金ザ・スカイE棟,648000000,東京,港,白金１,都営三田線,白金高輪,徒歩,3,100.5,1,1,1,1,1,10.8,2023,2,2
白金ザ・スカイ E棟,648000000,東京,港,白金１,東京メトロ南北線,白金高輪,徒歩,3,100.5,1,1,1,1,1,10.8,2023,2,2
プラウド代官山テラス,658900000,東京,渋谷,猿楽町,東急東横線,代官山,徒歩,5,121.26,3,1,1,1,0,11.62,2021,1,4
プラウド代官山テラス,658900000,東京,渋谷,猿楽町,東急東横線,代官山,徒歩,5,121.26,3,1,1,1,0,11.62,2021,1,4
プラウド代官山テラス,658900000,東京,渋谷,猿楽町,東急東横線,代官山,徒歩,6,121.26,3,1,1,1,0,11.62,2021,1,4
ザ・パークハウスグラン三番町26,685000000,東京,千代田,三番町,東京メトロ半蔵門線,半蔵門,徒歩,8,115.5,3,1,1,1,0,6.98,2024,9,1
プラウド恵比寿ヒルサイドガーデン,688800000,東京,渋谷,恵比寿南３,東京メトロ日比谷線,恵比寿,徒歩,3,100.84,2,1,1,1,0,34.71,2020,1,5
パークコート虎ノ門愛宕タワー,698000000,東京,港,虎ノ門３,東京メトロ日比谷線,神谷町,徒歩,4,113.28,3,1,1,1,0,12.53,2008,4,17
グランドメゾン代官山　ＴＨＥ　ＰＡＲＫ,698000000,東京,渋谷,鉢山町,東急東横線,代官山,徒歩,11,139.25,3,1,1,1,0,8.04,2024,5,1
パークコート虎ノ門愛宕タワー,725000000,東京,港,虎ノ門３,東京メトロ日比谷線,神谷町,徒歩,4,131.72,3,1,1,1,0,12.58,2008,4,17
パークコート虎ノ門◆2025年5月リノベーション完成…,729000000,東京,港,虎ノ門３,東京メトロ日比谷線,神谷町,徒歩,4,113.28,3,1,1,1,0,12.53,2008,4,17
ザ・ウエストミンスター南平台,780000000,東京,渋谷,南平台町,ＪＲ山手線,渋谷,徒歩,8,151.42,3,1,1,1,0,10.19,2004,11,21
ディアナガーデン広尾,798000000,東京,港,南麻布５,東京メトロ日比谷線,広尾,徒歩,1,145.99,3,1,1,1,0,16.6,2006,2,19
プラウド六本木,848000000,東京,港,六本木４,東京メトロ日比谷線,六本木,徒歩,3,124.7,2,1,1,1,0,4.05,2017,8,8
白金ザスカイ　,850000000,東京,港,白金１,東京メトロ南北線,白金高輪,徒歩,3,111.21,2,1,1,1,0,7,2023,2,2
プラウド元麻布,868000000,東京,港,元麻布２,東京メトロ南北線,麻布十番,徒歩,9,120.9,3,1,1,1,0,7.11,2010,11,15
白金ザ・スカイE棟,898000000,東京,港,白金１,東京メトロ南北線,白金高輪,徒歩,3,107.93,2,1,1,1,0,-,1993,2,32
白金ザ・スカイE棟,898000000,東京,港,白金１-2-1,東京メトロ南北線,白金高輪,徒歩,3,107.93,2,1,1,1,0,5.8,2023,2,2
白金ザ・スカイEAST棟,898000000,東京,港,白金１,都営三田線,白金高輪,徒歩,3,107.93,2,1,1,1,0,-,2023,2,2
高輪ザ・レジデンス,950000000,東京,港,高輪１,都営浅草線,高輪台,徒歩,6,224.19,3,1,1,1,0,19.81,2005,10,20
パークコート赤坂檜町ザタワー,1180000000,東京,港,赤坂９,東京メトロ千代田線,乃木坂,徒歩,2,100.05,2,1,1,1,0,17.53,2018,2,7
ルクラス代々木公園,1280000000,東京,渋谷,代々木５,小田急線,代々木八幡,徒歩,6,311.64,4,1,1,1,0,9.85,1998,7,27
東京ツインパークス　ライトウィング,1310000000,東京,港,東新橋１,都営大江戸線,汐留,徒歩,2,168.23,1,1,1,1,0,14.47,2002,9,23
元麻布パークハウス,1350000000,東京,港,元麻布３,東京メトロ日比谷線,広尾,徒歩,9,206.24,3,1,1,1,0,-,2008,9,17
グランドメゾン代官山　ＴＨＥ　ＰＡＲＫ,1480000000,東京,渋谷,鉢山町,東急東横線,代官山,徒歩,11,214.98,3,1,1,1,0,10.82,2024,5,1
シャトレーイン東京笹塚,10300000,東京,渋谷,笹塚１-６１－８,京王線,笹塚,徒歩,5,17.45,1,0,0,0,0,-,1987,3,38
ノーブル渋谷本町,11800000,東京,渋谷,本町６-４２－６,京王新線,幡ヶ谷,徒歩,7,12.31,1,0,0,1,0,-,1991,11,34
ラブリハイツ北新宿第1,12300000,東京,新宿,北新宿４-１４－５,ＪＲ中央線,東中野,徒歩,8,15.25,1,0,0,0,0,-,1989,4,36
下落合グリーンパーク,12400000,東京,新宿,上落合１,西武新宿線,下落合,徒歩,3,29.53,1,1,1,1,0,4.5,1969,11,56
プレール中野坂上,12500000,東京,新宿,北新宿２,東京メトロ丸ノ内線,西新宿,徒歩,9,17.5,1,0,0,0,0,-,1988,6,37
グレイス四谷　,12500000,東京,新宿,舟町,都営新宿線,曙橋,徒歩,2,14.54,1,0,0,0,0,2.28,1984,12,41
NICHIKA中井 ,14000000,東京,新宿,中落合１-２０－１６,西武新宿線,中井,徒歩,1,20.39,1,0,0,1,0,-,1984,2,41
ニューハイム文京,14980000,東京,文京,大塚４-４２－１９,東京メトロ丸ノ内線,新大塚,徒歩,8,23.79,1,0,0,0,0,4.51,1974,10,51
ニューハイム文京,14980000,東京,文京,大塚４,東京メトロ丸ノ内線,新大塚,徒歩,8,23.79,1,0,0,0,0,4.51,1974,10,51
赤坂レジデンシャルホテル,15000000,東京,港,赤坂９-１－７,東京メトロ千代田線,赤坂,徒歩,6,13.8,1,0,0,0,0,-,1971,5,54
柏木ハイツ,15500000,東京,新宿,北新宿１-３０－３０,ＪＲ中央線,大久保,徒歩,6,23.92,1,0,0,0,0,-,1972,10,53
ソフィアお茶の水,15600000,東京,文京,湯島２,ＪＲ中央線,御茶ノ水,徒歩,7,16.67,1,0,0,1,0,2.12,1983,9,42
マンションＶＩＰ新宿柏木,15600000,東京,新宿,北新宿４,ＪＲ中央線,東中野,徒歩,6,26.22,1,0,0,1,0,3.36,1971,4,54
江戸川橋センチュリープラザ２１,16000000,東京,文京,関口１,東京メトロ有楽町線,江戸川橋,徒歩,2,17.42,1,0,0,0,0,2.55,1991,6,34
トップルーム新宿公園第２,16300000,東京,渋谷,本町３-49-15,都営大江戸線,西新宿五丁目,徒歩,6,14.91,1,0,0,0,0,2.82,1985,1,40
レイフラット新宿,16300000,東京,新宿,新宿４-３－１５,ＪＲ山手線,新宿,徒歩,2,19.79,1,0,0,0,0,-,1981,3,44
千石明穂ハイツ,16800000,東京,文京,千石３,東京メトロ丸ノ内線,新大塚,徒歩,9,31.65,1,1,1,1,0,3.6,1980,5,45
パレスマンション,16800000,東京,渋谷,本町６,京王新線,初台,徒歩,10,32.18,2,0,1,1,0,3.58,1968,2,57
パレドール神田,16800000,東京,千代田,神田須田町２-８－２０,ＪＲ山手線,神田,徒歩,5,18.48,1,0,0,0,0,-,1980,8,45
ハイネスロワイヤル,16800000,東京,新宿,西新宿３,京王新線,初台,徒歩,7,20.26,1,0,0,0,0,-,1983,4,42
ハイネスロワイヤル,16800000,東京,新宿,西新宿３,京王新線,初台,徒歩,8,20.26,1,0,0,0,0,-,1983,4,42
ライオンズマンション西新宿第5,16800000,東京,新宿,西新宿４-17-10,都営大江戸線,西新宿五丁目,徒歩,5,20.45,1,0,0,0,0,2.29,1981,9,44
パレスマンション,16800000,東京,渋谷,本町６,京王新線,初台,徒歩,11,32.18,2,0,1,1,0,3.58,1968,2,57
パレスマンション,16800000,東京,渋谷,本町６,京王新線,幡ヶ谷,徒歩,10,32.18,2,0,1,1,0,1,1968,2,57
パレスマンション,16800000,東京,渋谷,本町６,京王新線,初台,徒歩,10,32.18,2,0,1,1,0,-,1968,2,57
ハイネスロワイヤル,16800000,東京,新宿,西新宿３,京王新線,初台,徒歩,6,20.26,1,0,0,0,0,-,1983,4,42
コープ市ヶ谷,16980000,東京,新宿,市谷砂土原町３,ＪＲ総武線,市ケ谷,徒歩,4,17.46,1,0,0,1,0,2.5,1964,9,61
コープ市ヶ谷,16980000,東京,新宿,市谷砂土原町３,ＪＲ総武線,市ケ谷,徒歩,4,17.46,1,0,0,1,0,2.5,1964,9,61
コープ市ヶ谷,16980000,東京,新宿,市谷砂土原町３,東京メトロ南北線,市ケ谷,徒歩,4,18.86,1,0,0,1,0,2.5,1964,9,61
日本橋ダイヤモンドマンション,17000000,東京,中央,日本橋本町１-６－３,東京メトロ銀座線,三越前,徒歩,6,19.5,1,0,0,0,0,-,1979,11,46
ロジマン西麻布,17000000,東京,港,西麻布１,東京メトロ日比谷線,六本木,徒歩,8,17.84,1,0,0,0,0,1.4,1976,8,49
千駄ヶ谷シルクハイツ,17300000,東京,渋谷,千駄ヶ谷５,ＪＲ中央線,千駄ケ谷,徒歩,5,28.67,1,0,0,0,0,1.68,1977,11,48
MAC大久保コート,17500000,東京,新宿,大久保２,東京メトロ副都心線,西早稲田,徒歩,5,27.0,1,0,1,1,0,3.1,1985,3,40
マリンロードダイヤモンドパレス,17800000,東京,港,芝浦３,ＪＲ山手線,田町,徒歩,7,15.52,1,0,0,1,0,0.98,1980,10,45
パレスマンション,17800000,東京,渋谷,本町６-6-1,京王新線,幡ヶ谷,徒歩,10,41.19,1,1,1,1,0,4.23,1968,2,57
シャトレー笹塚,17800000,東京,渋谷,笹塚２-30-9,京王線,笹塚,徒歩,7,22.55,1,0,0,0,0,-,1984,12,41
ハイツ芝大門,17800000,東京,港,芝１-14-1,都営三田線,三田,徒歩,8,17.36,1,0,0,0,0,-,1980,11,45
ハイツ芝大門,17800000,東京,港,芝１-１４－１,都営三田線,三田,徒歩,8,17.36,1,0,0,0,0,2.29,1980,11,45
パレスマンション,17800000,東京,渋谷,本町６,京王新線,初台,徒歩,11,41.19,1,1,1,1,0,-,1970,11,55
四谷コーエイマンション,17800000,東京,新宿,富久町,都営新宿線,曙橋,徒歩,5,25.2,1,0,0,1,0,3.6,1972,6,53
シャンボール文京,17900000,東京,文京,千石２,都営三田線,千石,徒歩,10,27.3,1,0,1,1,0,3.9,1971,3,54
カーサ相生,17990000,東京,中央,佃２-２２－６,東京メトロ有楽町線,月島,徒歩,2,24.3,1,0,0,0,0,4.05,1973,8,52
メインステージ江戸川橋,18000000,東京,文京,水道１,東京メトロ有楽町線,江戸川橋,徒歩,10,21.74,1,0,0,0,0,2.59,1991,4,34
ラフィネお茶の水　５階,18000000,東京,千代田,神田小川町３,ＪＲ中央線,御茶ノ水,徒歩,6,16.55,1,0,0,0,0,2.21,1982,2,43
四谷コーエイマンション,18500000,東京,新宿,富久町８－２６,都営新宿線,曙橋,徒歩,5,22.2,1,0,0,0,0,4.7,1972,6,53
シャンボール文京,18500000,東京,文京,千石２-１９－４,都営三田線,千石,徒歩,9,28.09,1,0,1,1,0,3.9,1971,3,54
ストークマンション落合,18500000,東京,新宿,上落合２,東京メトロ東西線,落合,徒歩,2,42.8,2,0,1,1,0,4.32,1969,11,56
■□■ 小石川マンション ■□■ ～ 千石駅 徒歩9…,18800000,東京,文京,千石２-33-10,都営三田線,千石,徒歩,9,33.35,1,1,1,1,0,3,1963,4,62
小石川マンション,18800000,東京,文京,千石２-３３－１０,都営三田線,千石,徒歩,9,33.35,1,1,1,1,0,3,1963,4,62
幡ヶ谷ダイヤモンドマンション,18800000,東京,渋谷,幡ヶ谷２-19-4,京王新線,幡ヶ谷,徒歩,3,18.72,1,0,0,1,0,2.56,1983,2,42
コーポ幡ヶ谷,18900000,東京,渋谷,本町６,京王新線,幡ヶ谷,徒歩,10,26.86,1,0,1,1,0,5.8,1969,9,56
トーカン新宿第2キャステール,18900000,東京,新宿,西新宿３-５－１２,ＪＲ山手線,新宿,徒歩,12,17.39,1,0,0,0,0,2.47,1980,1,45
シャトレーイン東京・笹塚,18900000,東京,渋谷,笹塚１,京王線,笹塚,徒歩,5,32.92,1,0,0,0,0,-,1986,12,39
マンション和光,19500000,東京,新宿,百人町２,ＪＲ中央線,大久保,徒歩,4,27.0,1,0,1,1,0,5.7,1971,9,54
バロール代々木,19800000,東京,渋谷,代々木２-26-5,小田急線,南新宿,徒歩,2,23.98,1,0,0,0,0,3.27,1980,11,45
バロール代々木,19800000,東京,渋谷,代々木２,ＪＲ山手線,新宿,徒歩,9,23.98,1,0,0,0,0,3.27,1980,11,45
河田町ローヤルマンション,19800000,東京,新宿,河田町10-16,都営大江戸線,若松河田,徒歩,2,27.46,2,0,0,1,0,2,1973,6,52
