apt_name,total Price,prefecture,city,town,line,station,way,walking time,area [m2],room,L,D,K,S,balcony [m2],date_year,date_month,age
ヴェラハイツ恵比寿東　（3LDK＋WIC）,159900000,東京,渋谷,東３-17-11,ＪＲ山手線,恵比寿,徒歩,4,78.89,3,1,1,1,0,10.02,1982,8,43
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,1982,8,43
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,1982,8,43
コスモ日本橋浜町,159900000,東京,中央,日本橋浜町３,都営新宿線,浜町,徒歩,4,67.69,3,1,1,1,0,8.1,2000,6,25
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,1982,8,43
ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｃ棟,159900000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,14,80.15,3,1,1,1,0,26.61,2023,11,2
コスモ日本橋浜町,159900000,東京,中央,日本橋浜町３,都営新宿線,浜町,徒歩,4,67.69,3,1,1,1,0,8.1,2000,6,25
HARUMI FLAG SUN VILLAGE C棟,159900000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,18,80.15,3,1,1,1,0,26.61,2023,11,2
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,1982,8,43
ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ,159900000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,17,80.15,3,1,1,1,0,26.61,2023,11,2
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,1982,8,43
コスモ日本橋浜町　17階,159900000,東京,中央,日本橋浜町３,都営新宿線,浜町,徒歩,4,67.69,3,1,1,1,0,8.1,2000,6,25
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,1982,8,43
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,1982,8,43
ヴェラハイツ恵比寿東,159900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,1982,8,43
レグノ・グランデ一番町タワー,160000000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,2,50.05,1,1,1,1,0,16.04,2008,4,17
パークホームズ日本橋本町,160000000,東京,中央,日本橋本町４,東京メトロ日比谷線,小伝馬町,徒歩,3,56.93,2,1,1,1,0,8.05,2022,7,3
レグノ・グランデ一番町タワー,160000000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,2,50.05,1,1,1,1,0,16.04,2008,4,17
レグノグランデ一番町タワー,160000000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,2,50.05,1,1,1,1,0,16.04,2008,4,17
パークタワー勝どきサウス,160000000,東京,中央,勝どき４,都営大江戸線,勝どき,徒歩,2,51.07,1,1,1,1,0,7.31,2023,8,2
プレイス白金レジデンス,160000000,東京,港,白金１,東京メトロ南北線,白金高輪,徒歩,2,65.0,2,1,1,1,0,12,2005,6,20
レフィール参宮橋ヒルズ,160000000,東京,渋谷,代々木４,小田急線,参宮橋,徒歩,3,77.96,1,1,1,1,1,-,2016,2,9
THE TOKYO TOWERS　MID　TOWER,160000000,東京,中央,勝どき６,都営大江戸線,勝どき,徒歩,6,73.94,2,1,1,1,0,5.94,2008,1,17
ザ・パークハウス築地入船,160000000,東京,中央,入船２,東京メトロ有楽町線,新富町,徒歩,3,73.56,3,1,1,1,0,8.85,2017,2,8
パークハウス飯田橋レジデンス,160000000,東京,新宿,筑土八幡町,東京メトロ東西線,飯田橋,徒歩,4,75.08,2,1,1,1,1,8.38,2007,8,18
パークホームズ日本橋本町,160000000,東京,中央,日本橋本町４,東京メトロ日比谷線,小伝馬町,徒歩,3,56.93,2,1,1,1,0,8.05,2022,7,3
レグノ・グランデ一番町タワー,160000000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,2,50.05,1,1,1,1,0,16.04,2008,4,17
THE TOKYO TOWERS MID TOWER,160000000,東京,中央,勝どき６,都営大江戸線,勝どき,徒歩,6,73.94,2,1,1,1,0,5.94,2008,1,17
ザ・パークハウス西新宿タワー６０,160000000,東京,新宿,西新宿５,都営大江戸線,西新宿五丁目,徒歩,7,59.51,2,1,1,1,0,9.12,2017,8,8
ＴＨＥ　ＴＯＫＹＯ　ＴＯＷＥＳ　ＭＩＤ　ＴＯＷＥＲ,160000000,東京,中央,勝どき６,都営大江戸線,勝どき,徒歩,6,73.94,2,1,1,1,0,5.94,2008,1,17
ザ・パークハウス新宿タワー,160000000,東京,新宿,北新宿２,東京メトロ丸ノ内線,西新宿,徒歩,6,72.35,3,1,1,1,0,14.73,2012,1,13
THE TOKYO TOWERS MID TOWER,160000000,東京,中央,勝どき６-3-2,都営大江戸線,勝どき,徒歩,6,73.94,2,1,1,1,0,5.94,2008,1,17
パークホームズ日本橋本町,160000000,東京,中央,日本橋本町４,東京メトロ日比谷線,小伝馬町,徒歩,3,56.93,2,1,1,1,0,8.05,2022,7,3
THE TOKYO TOWERS MID TOWER,160000000,東京,中央,勝どき６,都営大江戸線,勝どき,徒歩,7,73.94,2,1,1,1,1,5.94,2008,1,17
THE TOKYO TOWERS MID TOWER,160000000,東京,中央,勝どき６,都営大江戸線,勝どき,徒歩,6,73.94,2,1,1,1,0,5.94,2008,1,17
ザ・パークハウス晴海タワーズ クロノレジデンス,161800000,東京,中央,晴海２,都営大江戸線,勝どき,徒歩,12,65.61,2,1,1,1,1,11.73,2013,10,12
ドゥ・トゥール　EAST,162000000,東京,中央,晴海３,都営大江戸線,勝どき,徒歩,5,70.7,2,1,1,1,0,5.08,2015,10,10
ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｂ棟,162000000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,15,75.8,3,1,1,1,0,15.62,2023,11,2
ＨＡＲＵＭＩ　ＦＬＡＧ　ＳＵＮ　ＶＩＬＬＡＧＥ　Ｂ棟,162000000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,16,75.8,3,1,1,1,0,14.67,2023,11,2
THE　TOKYO　TOWERS　MID　TOWER,162800000,東京,中央,勝どき６,都営大江戸線,勝どき,徒歩,6,88.14,2,1,1,1,0,11.12,2008,1,17
パークコート虎ノ門愛宕タワー,162800000,東京,港,虎ノ門３-14-1,東京メトロ日比谷線,神谷町,徒歩,4,45.52,1,1,1,1,0,10.54,2008,4,17
テラス渋谷美竹,163000000,東京,渋谷,渋谷１,東京メトロ半蔵門線,渋谷,徒歩,1,47.75,1,1,1,1,0,-,2012,12,13
シティフロントタワー,163000000,東京,中央,佃１,都営大江戸線,月島,徒歩,7,101.62,2,1,1,1,0,4.88,1991,8,34
HARUMI FLAG SUNVILLAGE T棟,163000000,東京,中央,晴海５-5,都営大江戸線,勝どき,徒歩,16,74.12,3,1,1,1,0,16.52,2025,10,0
ドゥ・トゥール,163000000,東京,中央,晴海３,都営大江戸線,勝どき,徒歩,5,70.98,2,1,1,1,0,5.08,2015,9,10
DEUX TOURS（ドゥ・トゥール）ウエスト,163000000,東京,中央,晴海３,都営大江戸線,勝どき,徒歩,5,69.64,2,1,1,1,0,5.08,2015,9,10
勝どき　ザ・タワー,164000000,東京,中央,勝どき５,都営大江戸線,勝どき,徒歩,7,79.84,3,1,1,1,0,9.87,2016,1,9
ザ・パークハウス晴海タワーズ　クロノレジデンス,164000000,東京,中央,晴海２,都営大江戸線,勝どき,徒歩,12,74.47,3,1,1,1,0,14.21,2013,10,12
勝どきザ・タワー,164000000,東京,中央,勝どき５,都営大江戸線,勝どき,徒歩,7,79.84,3,1,1,1,0,9.87,2016,11,9
勝どきザ・タワー,164000000,東京,中央,勝どき５,都営大江戸線,勝どき,徒歩,7,79.84,3,1,1,1,0,9.87,2016,11,9
勝どきザ・タワー,164000000,東京,中央,勝どき５,都営大江戸線,勝どき,徒歩,7,79.84,3,1,1,1,0,9.87,2016,11,9
勝どきザ・タワー,164000000,東京,中央,勝どき５-3-1,都営大江戸線,勝どき,徒歩,7,79.84,3,1,1,1,0,9.87,2016,11,9
グランスイート神楽坂ピアース　ノースヒルズ,164800000,東京,新宿,矢来町,東京メトロ東西線,神楽坂,徒歩,3,69.45,2,1,1,1,1,-,2016,1,9
パークホームズ品川ザレジデンス,164800000,東京,港,港南２,ＪＲ山手線,品川,徒歩,11,71.52,3,1,1,1,0,12.2,2014,8,11
ドゥ・トゥール,164800000,東京,中央,晴海３,都営大江戸線,勝どき,徒歩,5,70.7,2,1,1,1,0,5.08,2015,9,10
パークタワー勝どきサウス,164800000,東京,中央,勝どき４,都営大江戸線,勝どき,徒歩,2,56.71,2,1,1,1,0,8.69,2023,8,2
パークタワー勝どきサウス,164800000,東京,中央,勝どき４,都営大江戸線,勝どき,徒歩,2,56.71,2,1,1,1,0,8.69,2023,8,2
パークコート虎ノ門愛宕タワー,165000000,東京,港,虎ノ門３,東京メトロ日比谷線,神谷町,徒歩,4,48.63,1,1,1,1,0,10.54,2008,4,17
パークタワー晴海,165000000,東京,中央,晴海２-2-42,東京メトロ有楽町線,月島,徒歩,12,72.94,3,1,1,1,1,16.59,2019,2,6
パークタワー晴海,165000000,東京,中央,晴海２,東京メトロ有楽町線,月島,徒歩,11,69.65,3,1,1,1,0,15.65,2019,2,6
ワールドシティタワーズ アクアタワー,165000000,東京,港,港南４,ＪＲ山手線,品川,徒歩,15,80.01,3,1,1,1,0,5.3,2005,10,20
シティタワー新宿,165000000,東京,新宿,西新宿５,東京メトロ丸ノ内線,西新宿,徒歩,7,55.98,2,1,1,1,0,15.11,2023,2,2
サンアリーナ広尾,165000000,東京,渋谷,広尾５,東京メトロ日比谷線,広尾,徒歩,4,64.21,1,1,1,1,0,5.5,2013,5,12
クオリア広尾,165000000,東京,渋谷,広尾１,ＪＲ山手線,恵比寿,徒歩,7,63.14,2,1,1,1,0,-,2004,3,21
ヴェラハイツ恵比寿東,166900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,1982,8,43
ヴェラハイツ恵比寿東,166900000,東京,渋谷,東３,ＪＲ山手線,恵比寿,徒歩,3,78.89,3,1,1,1,0,10.02,1982,8,43
DEUX TOURS（ドゥ・トゥール） WEST,167000000,東京,中央,晴海３-13-2,都営大江戸線,勝どき,徒歩,5,70.98,3,1,1,1,0,5.08,2016,2,9
ドゥ・トゥール　ＥＡＳＴ,167800000,東京,中央,晴海３,都営大江戸線,勝どき,徒歩,5,70.98,2,1,1,1,0,5.08,2015,10,10
センチュリーパークタワー,167800000,東京,中央,佃２,都営大江戸線,月島,徒歩,9,73.84,2,1,1,1,1,4.2,1999,1,26
オープンレジデンシア本郷の杜,168000000,東京,文京,本郷７,東京メトロ丸ノ内線,本郷三丁目,徒歩,4,64.53,3,1,1,1,0,5.76,2024,8,1
【特別企画・ルーバル・リノベ】ファミール表参道ベルフ…,168000000,東京,渋谷,渋谷２,東京メトロ銀座線,表参道,徒歩,7,60.98,1,1,1,1,0,8.62,2000,2,25
プラウド代々木上原,168000000,東京,渋谷,上原２-47-5,小田急線,代々木上原,徒歩,4,60.71,2,1,1,1,0,5.45,2005,6,20
パークホームズ日本橋時の鐘通り,168000000,東京,中央,日本橋本町４,ＪＲ総武線快速,新日本橋,徒歩,3,56.69,2,1,1,1,0,4.59,2022,10,3
パークホームズ日本橋時の鐘通り,168000000,東京,中央,日本橋本町４,ＪＲ総武線快速,新日本橋,徒歩,3,56.69,2,1,1,1,0,4.59,2022,10,3
オープンレジデンシア本郷の杜,168000000,東京,文京,本郷７,東京メトロ丸ノ内線,本郷三丁目,徒歩,2,64.53,3,1,1,1,0,5.76,2024,8,1
アトラスタワー西新宿,168000000,東京,新宿,西新宿６,東京メトロ丸ノ内線,西新宿,徒歩,8,80.22,2,1,1,1,0,6.07,2006,10,19
プラウド代々木上原,168000000,東京,渋谷,上原２,小田急線,代々木上原,徒歩,4,60.21,2,1,1,1,0,5.45,2005,6,20
シティ音羽,168000000,東京,文京,音羽１,東京メトロ有楽町線,護国寺,徒歩,3,148.81,5,1,1,1,0,31.1,1985,10,40
ファミール表参道ベルファース,168000000,東京,渋谷,渋谷２,東京メトロ銀座線,表参道,徒歩,7,60.98,1,1,1,1,0,8.62,2000,2,25
オープンレジデンシア本郷菊坂,168000000,東京,文京,本郷５,東京メトロ丸ノ内線,本郷三丁目,徒歩,6,86.88,3,1,1,1,0,-,2018,5,7
ザ・パークハウス西新宿タワー６０,168000000,東京,新宿,西新宿５,都営大江戸線,西新宿五丁目,徒歩,9,76.46,2,1,1,1,0,12.25,2017,8,8
渋谷美竹ハイム,168000000,東京,渋谷,渋谷１,東京メトロ半蔵門線,渋谷,徒歩,3,79.68,2,1,1,1,0,8.82,1980,7,45
マルモール代々木,168000000,東京,渋谷,代々木３-２－７,ＪＲ山手線,代々木,徒歩,8,85.29,2,1,1,1,0,10,1978,2,47
晴海アイランドトリトンスクエアビュータワー,168000000,東京,中央,晴海１,東京メトロ有楽町線,月島,徒歩,7,85.86,3,1,1,1,0,27.86,1998,2,27
グランド・ガーラ麻布十番,168000000,東京,港,麻布十番３,都営大江戸線,麻布十番,徒歩,3,53.18,1,1,1,1,0,12.73,2000,7,25
KACHIDOKI THE TOWER 　勝どきザ・…,168000000,東京,中央,勝どき５-3-1,都営大江戸線,勝どき,徒歩,7,78.02,3,1,1,1,1,13.15,2016,11,9
THE TOWER KOISHIKAWA,168000000,東京,文京,小石川１,都営三田線,春日,徒歩,3,80.01,3,1,1,1,0,13.54,2009,6,16
クレヴィア御茶ノ水,168000000,東京,文京,湯島２,東京メトロ丸ノ内線,御茶ノ水,徒歩,7,72.17,2,1,1,1,0,19.75,2018,2,7
センチュリーパークタワー,168000000,東京,中央,佃２,東京メトロ有楽町線,月島,徒歩,8,73.03,2,1,1,1,0,4.24,1999,1,26
オープンレジデンシア本郷の杜,168000000,東京,文京,本郷７,都営大江戸線,本郷三丁目,徒歩,2,64.53,3,1,1,1,0,5.76,2024,8,1
ザ・パークハウス三田ガーデン タワー棟,168000000,東京,港,三田５,東京メトロ南北線,白金高輪,徒歩,9,58.65,2,1,1,1,0,9.6,2021,10,4
ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｂ…,168000000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,18,78.85,3,1,1,1,0,-,2023,11,2
芝浦アイランドケープタワー,168800000,東京,港,芝浦４-１９－１,ＪＲ山手線,田町,徒歩,12,71.38,2,1,1,1,1,11.76,2006,10,19
ブランズタワー芝浦,169000000,東京,港,芝浦２,ＪＲ山手線,田町,徒歩,8,55.98,2,1,1,1,0,18.75,2021,8,4
パークタワー晴海,169000000,東京,中央,晴海２,東京メトロ有楽町線,月島,徒歩,12,82.27,2,1,1,1,0,18.49,2019,2,6
プラウド銀座一丁目,169000000,東京,中央,銀座１-28-17,東京メトロ有楽町線,銀座一丁目,徒歩,6,53.63,2,1,1,1,0,5.77,2022,1,3
青山コーポラス,169000000,東京,渋谷,渋谷４,東京メトロ銀座線,表参道,徒歩,5,83.4,1,1,1,1,0,2.46,1965,3,60
プラウド銀座一丁目,169000000,東京,中央,銀座１-28-17,東京メトロ有楽町線,銀座一丁目,徒歩,6,53.63,2,1,1,1,0,5.77,2022,2,3
センチュリーパークタワー,169000000,東京,中央,佃２,東京メトロ有楽町線,月島,徒歩,9,70.91,2,1,1,1,0,12.82,1999,1,26
青山コーポラス,169000000,東京,渋谷,渋谷４,東京メトロ千代田線,表参道,徒歩,6,83.4,1,1,1,1,0,-,1965,3,60
リビオ初台アリアフォート,169000000,東京,渋谷,初台２-31-9,京王新線,初台,徒歩,6,83.9,2,1,1,1,0,17.8,2010,1,15
リバーシティ21エリアに佇む～センチュリーパークタワ…,169000000,東京,中央,佃２,都営大江戸線,月島,徒歩,8,70.91,2,1,1,1,0,12.82,1999,1,26
ワールドシティタワーズアクアタワー,169800000,東京,港,港南４-6-4,東京モノレール,天王洲アイル,徒歩,5,76.67,2,1,1,1,0,3.13,2005,10,20
ワールドシティタワーズ　アクアタワー,169800000,東京,港,港南４,東京モノレール,天王洲アイル,徒歩,5,76.67,2,1,1,1,0,3.13,2005,10,20
ワールドシティタワーズ　アクアタワー,169800000,東京,港,港南４,東京モノレール,天王洲アイル,徒歩,5,76.67,2,1,1,1,0,3.13,2005,10,20
【特別企画／レインボーブリッジ】HARUMI FLA…,169800000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,20,83.39,3,1,1,1,0,13.8,2023,11,2
HARUMI FLAG PARK VILLAGE 晴…,169800000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,16,88.68,3,1,1,1,0,23.2,2023,11,2
ザ・クレストタワー,169800000,東京,中央,佃２,東京メトロ有楽町線,月島,徒歩,3,78.57,3,1,1,1,0,16,2004,9,21
クレッセント麻布ビュータワー,169800000,東京,港,東麻布１,都営大江戸線,赤羽橋,徒歩,2,59.87,2,1,1,1,0,8.84,2001,2,24
ニューライフ一番町,169800000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,3,80.09,1,1,1,1,0,6.99,1982,11,43
【新規内装リノベーション実施！】クレッセント麻布ビュ…,169800000,東京,港,東麻布１,都営大江戸線,赤羽橋,徒歩,2,59.87,2,1,1,1,0,8.84,2001,2,24
グラーサ渋谷松濤,169800000,東京,渋谷,神泉町,東急田園都市線,渋谷,徒歩,11,79.12,2,1,1,1,0,8.88,2003,1,22
パークスクエア文京音羽,169800000,東京,文京,音羽１,東京メトロ有楽町線,護国寺,徒歩,6,78.03,3,1,1,1,0,10.92,2004,1,21
ドゥトゥール,169800000,東京,中央,晴海３,都営大江戸線,勝どき,徒歩,5,70.7,2,1,1,1,0,5.08,2015,9,10
ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｅ…,169800000,東京,中央,晴海５-6-5,都営大江戸線,勝どき,徒歩,20,83.39,3,1,1,1,0,13.8,2023,11,2
ドゥ・トゥール　ＥＡＳＴ,169800000,東京,中央,晴海３,都営大江戸線,勝どき,徒歩,5,70.98,2,1,1,1,0,5.08,2015,10,10
HARUMI FLAG PARK VILLAGE S…,169800000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,20,70.06,3,1,1,1,0,16.26,2025,10,0
Ｂｒｉｌｌｉａ本郷三丁目,169800000,東京,文京,湯島２,東京メトロ千代田線,湯島,徒歩,7,70.9,2,1,1,1,0,15.24,2014,10,11
ワールドシティタワーズ　キャピタルタワー,169800000,東京,港,港南４,ＪＲ山手線,品川,徒歩,13,84.17,3,1,1,1,0,5.7,2006,10,19
グランスイート広尾,169800000,東京,港,南麻布４,東京メトロ日比谷線,広尾,徒歩,6,53.96,2,1,1,1,0,6.08,2014,3,11
ＨＡＲＵＭＩ　ＦＬＡＧ　ＰＡＲＫ　ＶＩＬＬＡＧＥ　Ｅ…,169800000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,17,83.39,3,1,1,1,0,13.8,2023,11,2
一番町マンション,169900000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,5,104.04,2,1,1,1,0,37.04,1964,3,61
一番町マンション,169900000,東京,千代田,一番町,東京メトロ半蔵門線,半蔵門,徒歩,5,104.04,2,1,1,1,1,37.04,1964,3,61
明石町ツインクロス,169990000,東京,中央,明石町1-3,東京メトロ有楽町線,新富町,徒歩,1,105.69,4,1,1,1,0,-,1984,2,41
明石町ツインクロス,169990000,東京,中央,明石町,東京メトロ有楽町線,新富町,徒歩,1,105.69,4,1,1,1,0,1,1984,2,41
アトラスタワー西新宿,170000000,東京,新宿,西新宿６,東京メトロ丸ノ内線,西新宿,徒歩,8,80.22,2,1,1,1,0,6.07,2006,10,19
アトラス青山レジデンシャル,170000000,東京,渋谷,渋谷２,東京メトロ銀座線,表参道,徒歩,8,55.2,1,1,1,1,0,12.42,2023,5,2
ワールドシティタワーズ　ブリーズタワー,170000000,東京,港,港南４,ＪＲ山手線,品川,徒歩,15,70.67,2,1,1,1,0,6.9,2006,10,19
渋谷美竹ハイム,170000000,東京,渋谷,渋谷１,東京メトロ半蔵門線,渋谷,徒歩,3,79.31,1,1,1,1,0,17.12,1980,7,45
29階・南向き・3LDK　ザ・パークハウス晴海タワー…,170000000,東京,中央,晴海２-3-30,都営大江戸線,勝どき,徒歩,10,74.0,3,1,1,1,0,17.46,2013,10,12
パークタワー西新宿,170000000,東京,新宿,西新宿５,都営大江戸線,西新宿五丁目,徒歩,6,61.6,2,1,1,1,0,10.94,2024,11,1
オープンレジデンシア表参道神宮前ザ・ハウス,170000000,東京,渋谷,神宮前３-5-6,東京メトロ銀座線,表参道,徒歩,5,60.04,2,1,1,1,0,-,2018,8,7
ワールドシティタワーズ　アクアタワー,170000000,東京,港,港南４,東京モノレール,天王洲アイル,徒歩,8,80.21,2,1,1,1,0,8.88,2005,10,20
クリオレミントンハウス文京播磨坂,172800000,東京,文京,小日向４,東京メトロ丸ノ内線,茗荷谷,徒歩,4,102.46,2,1,1,1,0,21.91,2003,8,22
ザ・パークハウス晴海タワーズ　ティアロレジデンス,172800000,東京,中央,晴海２,都営大江戸線,勝どき,徒歩,14,73.48,3,1,1,1,0,13.81,2016,3,9
ＭＩＤ　ＴＯＷＥＲ　ＧＲＡＮＤ,172800000,東京,中央,月島１,東京メトロ有楽町線,月島,徒歩,2,66.83,2,1,1,1,0,7.65,2020,10,5
ロイヤルステージ市ヶ谷,173000000,東京,新宿,市谷砂土原町３,東京メトロ有楽町線,市ケ谷,徒歩,4,129.37,3,1,1,1,0,8.6,1996,6,29
代官山アドレス ザ・レジデンスウエスト,173000000,東京,渋谷,代官山町,東急東横線,代官山,徒歩,1,43.44,1,0,0,0,0,-,2000,8,25
代官山アドレス　ザ・レジデンスウエストＥ棟,173000000,東京,渋谷,代官山町,東急東横線,代官山,徒歩,1,43.44,1,0,0,0,0,-,2000,8,25
常盤松ハウス,174800000,東京,港,南青山７,東京メトロ銀座線,表参道,徒歩,11,58.33,1,1,1,1,0,10,2021,4,4
HARUMI FLAG PARK VILLAGE T…,174800000,東京,中央,晴海５-6,都営大江戸線,勝どき,徒歩,20,71.36,3,1,1,1,0,16.6,2025,10,0
カトルズ代官山,175000000,東京,渋谷,代官山町,東急東横線,代官山,徒歩,4,71.26,2,1,1,1,0,2.97,1998,11,27
アルビオ・ザ・タワー千代田飯田橋,175000000,東京,千代田,飯田橋４,東京メトロ東西線,飯田橋,徒歩,2,61.01,1,1,1,1,0,4.98,2021,1,4
ブランズタワー芝浦,175000000,東京,港,芝浦２,ＪＲ山手線,田町,徒歩,8,61.06,2,1,1,1,0,9.53,2021,8,4
プラウド市ヶ谷南町ディアージュ,175000000,東京,新宿,南町,都営大江戸線,牛込神楽坂,徒歩,4,86.23,1,1,1,1,1,9.69,2014,5,11
パークホームズ千代田淡路町,175000000,東京,千代田,神田須田町１,東京メトロ丸ノ内線,淡路町,徒歩,3,58.17,2,1,1,1,0,6.6,2018,9,7
カトルズ代官山,175000000,東京,渋谷,代官山町,東急東横線,代官山,徒歩,4,71.26,2,1,1,1,0,2.97,1998,11,27
ザ・パークハウス西新宿タワー６０,175000000,東京,新宿,西新宿５,都営大江戸線,西新宿五丁目,徒歩,7,72.95,2,1,1,1,0,11.29,2017,8,8
ワールドシティタワーズ　ブリーズタワー,175000000,東京,港,港南４,ＪＲ山手線,品川,徒歩,15,80.54,2,1,1,1,0,6.8,2006,10,19
カトルズ代官山,175000000,東京,渋谷,代官山町,東急東横線,代官山,徒歩,4,71.26,2,1,1,1,0,2.97,1998,11,27
HARUMI FLAG SUNVILLAGE T棟,175000000,東京,中央,晴海５-5,都営大江戸線,勝どき,徒歩,16,74.12,3,1,1,1,0,16.52,2025,10,0
ワールドシティタワーズ　アクアタワー,175000000,東京,港,港南４,ＪＲ山手線,品川,徒歩,15,80.53,2,1,1,1,0,-,2005,10,20
富久クロスコンフォートタワー,175000000,東京,新宿,富久町15-1,東京メトロ丸ノ内線,新宿御苑前,徒歩,7,60.0,1,1,1,1,1,10.95,2015,3,10
アトラス恵比寿景丘,175000000,東京,渋谷,恵比寿４,ＪＲ山手線,恵比寿,徒歩,6,47.74,1,1,1,1,0,13.58,2023,3,2
南青山サマリヤマンション,178000000,東京,港,南青山２,東京メトロ銀座線,青山一丁目,徒歩,4,132.84,3,1,1,1,0,19.44,1976,9,49
麻布台パークハウス,178000000,東京,港,麻布台２-1-2,都営大江戸線,麻布十番,徒歩,6,62.01,1,1,1,1,0,6.14,2011,1,14
パークタワー晴海　,178000000,東京,中央,晴海２,東京メトロ有楽町線,月島,徒歩,12,82.27,2,1,1,1,0,18.49,2019,10,6
南青山サマリヤマンション,178000000,東京,港,南青山２,東京メトロ銀座線,青山一丁目,徒歩,4,132.84,3,1,1,1,0,19.44,1976,9,49
松濤ＥＡＳＴ,178000000,東京,渋谷,松濤１,ＪＲ山手線,渋谷,徒歩,7,82.56,2,1,1,1,0,4.49,2001,8,24
パークタワー晴海,178000000,東京,中央,晴海２,東京メトロ有楽町線,月島,徒歩,12,82.27,2,1,1,1,0,18.49,2019,2,6
パークホームズ本郷東大前,178000000,東京,文京,本郷６-18-1,東京メトロ南北線,東大前,徒歩,5,67.88,3,1,1,1,0,6.15,2013,10,12
ワールドシティタワーズ　アクアタワー,178000000,東京,港,港南４,ＪＲ山手線,品川,徒歩,15,81.63,3,1,1,1,0,12.87,2005,10,20
パークタワー晴海,178000000,東京,中央,晴海２,東京メトロ有楽町線,月島,徒歩,12,82.27,2,1,1,1,0,18.49,2019,10,6
パークタワー晴海,178000000,東京,中央,晴海２-2-42,都営大江戸線,勝どき,徒歩,10,82.27,2,1,1,1,0,-,2019,10,6
インペリアルガーデン,178000000,東京,文京,千石２,都営三田線,千石,徒歩,9,75.24,3,1,1,1,0,36.46,2015,1,10
パークホームズ本郷東大前,178000000,東京,文京,本郷６,東京メトロ南北線,東大前,徒歩,5,67.88,3,1,1,1,0,6.15,2013,10,12
プレミスト日本橋浜町公園,178000000,東京,中央,日本橋浜町２,都営新宿線,浜町,徒歩,3,83.17,3,1,1,1,0,10.7,2017,7,8
オープンレジデンシア南青山イーストテラス,178000000,東京,港,南青山２,東京メトロ銀座線,外苑前,徒歩,4,70.04,2,1,1,1,0,-,2013,9,12
勝どきザ・タワー,178000000,東京,中央,勝どき５,都営大江戸線,勝どき,徒歩,6,72.09,3,1,1,1,0,11.95,2016,11,9
THE　TOKYO　TOWERS　MIDTOWER,178000000,東京,中央,勝どき６,都営大江戸線,勝どき,徒歩,6,88.14,2,1,1,1,0,11.12,2008,1,17
ブランズ文京小石川レジデンス,178400000,東京,文京,小石川３,東京メトロ丸ノ内線,後楽園,徒歩,7,71.77,3,1,1,1,0,10.28,2019,3,6
ブランズ文京小石川レジデンス(3階/7階建),178400000,東京,文京,小石川３,東京メトロ南北線,後楽園,徒歩,7,71.77,3,1,1,1,0,10.28,2019,3,6
