apt_name,total Price,prefecture,city,town,line,station,way,walking time,area [m2],room,L,D,K,S,balcony [m2],date_month,age,population,price/m2,count,popularity
パークタワー晴海,204800000,東京,中央,晴海２,東京メトロ有楽町線,月島,徒歩,11,78.59,3,1,1,1,0,18.93,2,6,187404.0,2605929.5075709377,1127,0.6013745704467355
神楽坂トワイシアヒルサイドレジデンス,204800000,東京,新宿,白銀町,東京メトロ東西線,神楽坂,徒歩,8,73.17,2,1,1,1,0,7.58,2,21,352717.0,2798961.322946563,1294,0.36686635461290495
ブランズ六本木,204900000,東京,港,六本木７-17-10,東京メトロ日比谷線,六本木,徒歩,3,61.87,2,1,1,1,0,4.42,2,12,267780.0,3311782.7703248747,1955,0.7300769288221675
パークタワー西新宿,207000000,東京,新宿,西新宿５,都営大江戸線,西新宿五丁目,徒歩,6,62.18,2,1,1,1,0,12.23,11,1,352717.0,3329044.7089096173,1294,0.36686635461290495
グランドメゾン白金高輪パークフロント,208000000,東京,港,高輪１,東京メトロ南北線,白金高輪,徒歩,4,72.63,3,1,1,1,0,7.91,6,2,267780.0,2863830.3731240537,1955,0.7300769288221675
プラウド芝公園,208000000,東京,港,芝２,都営三田線,芝公園,徒歩,5,76.48,2,1,1,1,0,7.96,10,8,267780.0,2719665.271966527,1955,0.7300769288221675
プラウド恵比寿,209800000,東京,渋谷,恵比寿南３,ＪＲ山手線,恵比寿,徒歩,6,66.24,2,1,1,1,0,9.23,3,13,231402.0,3167270.5314009665,1208,0.5220352460220741
エスタードヒルズ代々木西原,209800000,東京,渋谷,西原１,小田急線,代々木上原,徒歩,10,75.09,2,1,1,1,0,20.0,5,23,231402.0,2793980.556665335,1208,0.5220352460220741
南青山パークマンション,209900000,東京,港,南青山７,東京メトロ銀座線,表参道,徒歩,11,84.39,2,1,1,1,0,6.52,8,44,267780.0,2487261.5238772365,1955,0.7300769288221675
パークコート麻布十番ザ・タワー,210000000,東京,港,三田１,東京メトロ南北線,麻布十番,徒歩,3,42.29,1,1,1,1,0,8.32,5,15,267780.0,4965712.934499882,1955,0.7300769288221675
ザ・パークハウス赤坂レジデンス,210000000,東京,港,赤坂６,東京メトロ千代田線,赤坂,徒歩,5,60.03,2,1,1,1,0,13.0,1,11,267780.0,3498250.8745627184,1955,0.7300769288221675
ワールドシティタワーズ　アクアタワー,210000000,東京,港,港南４,ＪＲ山手線,品川,徒歩,15,77.17,2,1,1,1,0,5.04,10,20,267780.0,2721264.740184009,1955,0.7300769288221675
フェアロージュ南平台,212000000,東京,渋谷,南平台町,京王井の頭線,神泉,徒歩,9,126.16,4,1,1,1,0,12.7,8,25,231402.0,1680405.833861763,1208,0.5220352460220741
グランドメゾン白金・三光坂,212000000,東京,港,白金２,東京メトロ南北線,白金高輪,徒歩,3,82.46,3,1,1,1,0,4.45,12,25,267780.0,2570943.487751637,1955,0.7300769288221675
ＴＨＥ　ＴＯＷＥＲＳ　ＤＡＩＢＡ,215000000,東京,港,台場２,新交通ゆりかもめ,お台場海浜公園,徒歩,2,102.66,3,1,1,1,0,9.75,5,19,267780.0,2094291.8371322814,1955,0.7300769288221675
ファーストリアルタワー新宿,218000000,東京,新宿,西新宿７-5-9,ＪＲ山手線,新宿,徒歩,6,72.43,3,1,1,1,0,8.5,3,19,352717.0,3009802.5679966863,1294,0.36686635461290495
ファーストリアルタワー新宿,218000000,東京,新宿,西新宿７-５－９,ＪＲ山手線,新宿,徒歩,6,72.43,3,1,1,1,0,8.5,3,19,352717.0,3009802.5679966863,1294,0.36686635461290495
ファーストリアルタワー新宿,218000000,東京,新宿,西新宿７,ＪＲ山手線,新宿,徒歩,6,72.43,2,1,1,1,1,8.5,3,19,352717.0,3009802.5679966863,1294,0.36686635461290495
パーク・コート南青山ヒルトップレジデンス,218000000,東京,港,南青山７,東京メトロ銀座線,表参道,徒歩,12,75.09,2,1,1,1,0,8.894773996952768,3,24,267780.0,2903182.8472499666,1955,0.7300769288221675
ヴェーゼント芝の杜,218000000,東京,港,芝公園３,東京メトロ日比谷線,神谷町,徒歩,6,60.09,2,1,1,1,0,11.3,2,20,267780.0,3627891.4960891996,1955,0.7300769288221675
ファーストリアルタワー新宿,218000000,東京,新宿,西新宿７,西武新宿線,西武新宿,徒歩,6,72.43,2,1,1,1,1,8.5,3,19,352717.0,3009802.5679966863,1294,0.36686635461290495
ファーストリアルタワー新宿,218000000,東京,新宿,西新宿７,ＪＲ山手線,新宿,徒歩,6,72.43,2,1,1,1,1,8.5,3,19,352717.0,3009802.5679966863,1294,0.36686635461290495
パークタワー晴海,218000000,東京,中央,晴海２,東京メトロ有楽町線,月島,徒歩,12,70.09,2,1,1,1,0,12.89,2,6,187404.0,3110286.7741475245,1127,0.6013745704467355
勝どき　ザ・タワー,218000000,東京,中央,勝どき５-3-1,都営大江戸線,勝どき,徒歩,6,84.62,2,1,1,1,0,9.87,11,9,187404.0,2576223.1151028126,1127,0.6013745704467355
チュリス西麻布,218000000,東京,港,西麻布３,東京メトロ日比谷線,広尾,徒歩,7,94.5,1,1,1,1,1,9.2,9,47,267780.0,2306878.306878307,1955,0.7300769288221675
コスモポリス品川,218000000,東京,港,港南３,ＪＲ山手線,品川,徒歩,11,90.54,2,1,1,1,0,20.4,2,20,267780.0,2407775.568809366,1955,0.7300769288221675
ファーストリアルタワー新宿,218000000,東京,新宿,西新宿７,都営大江戸線,新宿西口,徒歩,6,72.43,2,1,1,1,1,8.5,3,19,352717.0,3009802.5679966863,1294,0.36686635461290495
パークタワー芝浦ベイワード　オーシャンウィング,219000000,東京,港,芝浦２-７－１１,ＪＲ山手線,田町,徒歩,8,94.04,3,1,1,1,0,15.61,5,20,267780.0,2328796.256911952,1955,0.7300769288221675
シティコート代々木,219800000,東京,渋谷,代々木５,小田急線,代々木八幡,徒歩,7,88.26,3,1,1,1,0,6.9,5,33,231402.0,2490369.3632449578,1208,0.5220352460220741
芝浦アイランドグローヴタワー,219800000,東京,港,芝浦４,ＪＲ山手線,田町,徒歩,8,98.58,2,1,1,1,0,11.26,11,19,267780.0,2229661.188882126,1955,0.7300769288221675
ワールドシティタワーズアクアタワー,219900000,東京,港,港南４-6-4,ＪＲ山手線,品川,徒歩,15,93.86,3,1,1,1,0,9.06,10,20,267780.0,2342851.0547624123,1955,0.7300769288221675
アトラス恵比寿景丘,220000000,東京,渋谷,恵比寿４,ＪＲ山手線,恵比寿,徒歩,6,69.21,2,1,1,1,0,6.28,2,2,231402.0,3178731.3971969374,1208,0.5220352460220741
ザ・パークハウス小石川後楽園,222800000,東京,文京,小石川２,東京メトロ南北線,後楽園,徒歩,1,80.8,2,1,1,1,0,10.8,9,13,235345.0,2757425.7425742573,644,0.27364082517155663
芝浦アイランドグローヴタワー,224800000,東京,港,芝浦４,ＪＲ山手線,田町,徒歩,8,98.58,3,1,1,1,1,11.26,11,19,267780.0,2280381.416108744,1955,0.7300769288221675
ブリリアザタワー東京八重洲アベニュー,224800000,東京,中央,新川２,ＪＲ京葉線,八丁堀,徒歩,1,71.16,2,1,1,1,1,7.95,11,8,187404.0,3159078.1337830243,1127,0.6013745704467355
高輪ザ・レジデンス,225000000,東京,港,高輪１,都営浅草線,高輪台,徒歩,7,75.36,2,1,1,1,0,3.7,10,20,267780.0,2985668.7898089173,1955,0.7300769288221675
東京パークタワー,225000000,東京,千代田,神田神保町１,東京メトロ半蔵門線,神保町,徒歩,1,72.66,2,1,1,1,0,9.74,1,22,68835.0,3096614.368290669,323,0.46923803297740974
プラウドタワー芝浦,225000000,東京,港,芝浦４,ＪＲ山手線,田町,徒歩,11,78.58,3,1,1,1,0,12.85,1,2,267780.0,2863324.0010180706,1955,0.7300769288221675
センチュリーパークタワー,228000000,東京,中央,佃２,東京メトロ有楽町線,月島,徒歩,9,96.71,2,1,1,1,0,7.8,1,26,187404.0,2357563.850687623,1127,0.6013745704467355
ローレルコート新宿タワー,228000000,東京,新宿,富久町,東京メトロ丸ノ内線,新宿御苑前,徒歩,8,77.56,2,1,1,1,0,15.39,9,23,352717.0,2939659.6183599792,1294,0.36686635461290495
代官山アドレス,228000000,東京,渋谷,代官山町,東急東横線,代官山,徒歩,1,65.97,2,1,1,1,0,12.0,8,25,231402.0,3456116.4165529786,1208,0.5220352460220741
パークタワー勝どき サウス,228000000,東京,中央,勝どき４,都営大江戸線,勝どき,徒歩,2,74.45,3,1,1,1,0,13.82,8,2,187404.0,3062458.0255204835,1127,0.6013745704467355
フォルム六番町,229800000,東京,千代田,六番町2-5,ＪＲ中央線,四ツ谷,徒歩,5,70.12,2,1,1,1,0,13.5,2,25,68835.0,3277239.0188248716,323,0.46923803297740974
ワールドシティタワーズ　アクアタワー,229800000,東京,港,港南４,東京モノレール,天王洲アイル,徒歩,5,89.24,2,1,1,1,1,4.43,10,20,267780.0,2575078.4401613628,1955,0.7300769288221675
パークタワー勝どきサウス,229990000,東京,中央,勝どき４,都営大江戸線,勝どき,徒歩,2,77.61,3,1,1,1,0,15.58,8,2,187404.0,2963406.7774771294,1127,0.6013745704467355
パークハウス神宮前,231800000,東京,渋谷,神宮前６-３３－９,東京メトロ千代田線,明治神宮前,徒歩,2,66.6,1,1,1,1,0,7.85,3,28,231402.0,3480480.480480481,1208,0.5220352460220741
パークコート元麻布ヒルトップレジデンス,232000000,東京,港,元麻布１,東京メトロ南北線,麻布十番,徒歩,4,60.83,1,1,1,1,0,15.59,2,24,267780.0,3813907.611375966,1955,0.7300769288221675
宮益坂ビルディング　ザ・渋谷レジデンス,238000000,東京,渋谷,渋谷２,東京メトロ銀座線,渋谷,徒歩,1,54.75,2,1,1,1,0,6.3,7,5,231402.0,4347031.963470319,1208,0.5220352460220741
パークタワー勝どきサウス,238000000,東京,中央,勝どき４-6-1,都営大江戸線,勝どき,徒歩,2,72.38,2,1,1,1,0,10.83,8,2,187404.0,3288201.160541586,1127,0.6013745704467355
ラインズマンション乃木坂,238000000,東京,港,赤坂８,東京メトロ千代田線,乃木坂,徒歩,4,90.46,3,1,1,1,0,15.72,10,27,267780.0,2630997.1258014594,1955,0.7300769288221675
グランヴェール恵比寿,238000000,東京,渋谷,恵比寿３,ＪＲ山手線,恵比寿,徒歩,10,82.71,3,1,1,1,0,11.68,2,27,231402.0,2877523.878612018,1208,0.5220352460220741
プラウド芝公園,238000000,東京,港,芝２,都営三田線,芝公園,徒歩,5,76.48,2,1,1,1,0,7.96,10,8,267780.0,3111924.6861924683,1955,0.7300769288221675
インペリアルガーデン,238000000,東京,文京,千石２,都営三田線,千石,徒歩,11,101.75,4,1,1,1,0,12.06,1,10,235345.0,2339066.339066339,644,0.27364082517155663
THE TOKYO TOWERS SEA TOWER,238000000,東京,中央,勝どき６,都営大江戸線,勝どき,徒歩,7,91.27,3,1,1,1,0,13.99,1,17,187404.0,2607647.6388736716,1127,0.6013745704467355
グラン・ブルー高輪アドニスA棟,239900000,東京,港,高輪４-15-15,ＪＲ山手線,品川,徒歩,11,93.78,2,1,1,1,1,14.8,3,20,267780.0,2558114.7366176154,1955,0.7300769288221675
イニシア築地レジデンス,240000000,東京,中央,築地７,東京メトロ日比谷線,築地,徒歩,7,75.8,2,1,1,1,0,17.83,2,4,187404.0,3166226.91292876,1127,0.6013745704467355
ウェリスタワー愛宕虎ノ門,240000000,東京,港,虎ノ門３,東京メトロ日比谷線,神谷町,徒歩,2,48.65,2,1,1,1,0,18.55,2,11,267780.0,4933196.300102775,1955,0.7300769288221675
パークコート神楽坂,242000000,東京,新宿,赤城元町,東京メトロ東西線,神楽坂,徒歩,1,88.82,2,1,1,1,0,17.61,7,15,352717.0,2724611.573969827,1294,0.36686635461290495
ブランズ四番町,243800000,東京,千代田,四番町,東京メトロ有楽町線,市ケ谷,徒歩,4,60.6,2,1,1,1,0,8.34,2,11,68835.0,4023102.310231023,323,0.46923803297740974
コートレジデントタワー,244900000,東京,文京,後楽１-4-11,ＪＲ総武線,水道橋,徒歩,4,75.39,1,1,1,1,1,14.44,1,18,235345.0,3248441.4378564795,644,0.27364082517155663
コートレジデントタワー,244900000,東京,文京,後楽１,ＪＲ総武線,水道橋,徒歩,4,75.39,1,1,1,1,1,14.44,1,18,235345.0,3248441.4378564795,644,0.27364082517155663
ザ・パークハウス元麻布,244900000,東京,港,元麻布２,東京メトロ南北線,麻布十番,徒歩,9,77.07,2,1,1,1,0,9.3,12,13,267780.0,3177630.7253146493,1955,0.7300769288221675
THE TOKYO TOWERS MID TOWER,248000000,東京,中央,勝どき６,都営大江戸線,勝どき,徒歩,6,91.58,2,1,1,1,1,8.66,1,17,187404.0,2708014.8504040185,1127,0.6013745704467355
ＴＨＥ　ＴＯＫＹＯ　ＴＯＷＥＲＳ　ＭＩＤ　ＴＯＷＥＲ,248000000,東京,中央,勝どき６-3-2,都営大江戸線,勝どき,徒歩,6,91.58,2,1,1,1,1,8.66,1,17,187404.0,2708014.8504040185,1127,0.6013745704467355
高輪パークマンション,248000000,東京,港,高輪１,都営浅草線,泉岳寺,徒歩,8,137.3,3,1,1,1,1,10.57,3,53,267780.0,1806263.6562272394,1955,0.7300769288221675
ロイヤルシーズン南麻布,248000000,東京,港,南麻布３,東京メトロ南北線,白金高輪,徒歩,11,80.55,2,1,1,1,0,11.35,12,5,267780.0,3078833.022967101,1955,0.7300769288221675
プラウド恵比寿ヒルサイドガーデン,248000000,東京,渋谷,恵比寿南３,東京メトロ日比谷線,恵比寿,徒歩,3,60.74,2,1,1,1,0,11.57,1,5,231402.0,4082976.6216661176,1208,0.5220352460220741
ＴＨＥ　ＴＯＫＹＯ　ＴＯＷＥＲＳ　ＭＩＤ　ＴＯＷＥＲ,248000000,東京,中央,勝どき６,都営大江戸線,勝どき,徒歩,6,91.58,2,1,1,1,1,8.66,1,17,187404.0,2708014.8504040185,1127,0.6013745704467355
HARUMI FLAG PARK VILLAGE　A…,248000000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,21,86.55,3,1,1,1,0,14.4,11,2,187404.0,2865395.7250144426,1127,0.6013745704467355
HARUMI FLAG PARK VILLAGE A…,248000000,東京,中央,晴海５,都営大江戸線,勝どき,徒歩,21,86.55,3,1,1,1,0,14.4,11,2,187404.0,2865395.7250144426,1127,0.6013745704467355
ワテラスタワーレジデンス,248000000,東京,千代田,神田淡路町２,ＪＲ山手線,秋葉原,徒歩,8,62.83,2,1,1,1,0,12.8,2,12,68835.0,3947159.000477479,323,0.46923803297740974
プレミスト渋谷宮益坂,248880000,東京,渋谷,渋谷１,ＪＲ山手線,渋谷,徒歩,4,68.99,1,1,1,1,0,3.2,9,11,231402.0,3607479.3448325847,1208,0.5220352460220741
グレイスコート代々木公園,249000000,東京,渋谷,富ヶ谷１-47-1,東京メトロ千代田線,代々木公園,徒歩,3,70.31,2,1,1,1,0,9.22,5,25,231402.0,3541459.251884511,1208,0.5220352460220741
パークナード代官山,249000000,東京,渋谷,恵比寿西２,東急東横線,代官山,徒歩,3,63.73,2,1,1,1,0,10.24,10,6,231402.0,3907108.1123489724,1208,0.5220352460220741
ディアナコート恵比寿,249000000,東京,渋谷,恵比寿１,ＪＲ山手線,恵比寿,徒歩,5,88.85,3,1,1,1,0,10.05,3,26,231402.0,2802476.083286438,1208,0.5220352460220741
ワールドシティタワーズアクアタワー,249000000,東京,港,港南４,東京モノレール,天王洲アイル,徒歩,7,94.86,3,1,1,1,0,6.22,10,20,267780.0,2624920.936116382,1955,0.7300769288221675
芝浦アイランドグローヴタワー,249800000,東京,港,芝浦４-21-1,ＪＲ山手線,田町,徒歩,8,98.37,3,1,1,1,0,7.07,11,19,267780.0,2539392.09108468,1955,0.7300769288221675
センチュリーパークタワー,249900000,東京,中央,佃２-1-1,東京メトロ有楽町線,月島,徒歩,8,109.63,4,1,1,1,0,12.52,1,26,187404.0,2279485.5422785734,1127,0.6013745704467355
ザ・パークハウス晴海タワーズディアロレジデンス,250000000,東京,中央,晴海２,東京メトロ有楽町線,月島,徒歩,13,101.8,3,1,1,1,1,20.75,4,9,187404.0,2455795.677799607,1127,0.6013745704467355
芝浦アイランドケープタワー,254800000,東京,港,芝浦４-19-1,ＪＲ山手線,田町,徒歩,14,94.18,2,1,1,1,0,17.1,10,19,267780.0,2705457.6343172644,1955,0.7300769288221675
芝浦アイランドケープタワー,254800000,東京,港,芝浦４,ＪＲ山手線,田町,徒歩,14,94.18,2,1,1,1,1,17.1,10,19,267780.0,2705457.6343172644,1955,0.7300769288221675
高輪ホームズ,258000000,東京,港,高輪２,都営浅草線,泉岳寺,徒歩,7,145.97,3,1,1,1,0,8.28,11,55,267780.0,1767486.4698225663,1955,0.7300769288221675
クレストプライムタワー芝,258000000,東京,港,芝１,ＪＲ山手線,浜松町,徒歩,6,65.96,2,1,1,1,0,12.9,8,18,267780.0,3911461.4918132205,1955,0.7300769288221675
パークタワー晴海,258000000,東京,中央,晴海２,東京メトロ有楽町線,豊洲,徒歩,15,88.49,3,1,1,1,0,23.29,2,6,187404.0,2915583.6817719517,1127,0.6013745704467355
パークタワー勝どきサウス,258000000,東京,中央,勝どき４,都営大江戸線,勝どき,徒歩,5,74.45,3,1,1,1,0,13.82,8,2,187404.0,3465413.0288784415,1127,0.6013745704467355
パークタワー晴海,258000000,東京,中央,晴海２,東京メトロ有楽町線,月島,徒歩,13,88.49,3,1,1,1,1,23.29,2,6,187404.0,2915583.6817719517,1127,0.6013745704467355
コスモポリス品川,258000000,東京,港,港南３,ＪＲ山手線,品川,徒歩,11,126.9,2,1,1,1,1,28.92,2,20,267780.0,2033096.926713948,1955,0.7300769288221675
オープンレジデンシア広尾　ザ・ハウス サウスコート,258800000,東京,渋谷,広尾４,東京メトロ日比谷線,広尾,徒歩,2,76.42,3,1,1,1,0,6.02,2,6,231402.0,3386548.0240774667,1208,0.5220352460220741
プラウドタワー芝浦,259800000,東京,港,芝浦４-15-1,ＪＲ山手線,田町,徒歩,13,72.58,2,1,1,1,0,5.75,1,2,267780.0,3579498.484430973,1955,0.7300769288221675
パークコート渋谷ザタワー,263000000,東京,渋谷,宇田川町,ＪＲ山手線,渋谷,徒歩,9,72.69,1,1,1,1,0,8.06,7,5,231402.0,3618104.278442702,1208,0.5220352460220741
パークハウス赤坂氷川,264800000,東京,港,赤坂６-7-14,東京メトロ千代田線,赤坂,徒歩,5,70.01,2,1,1,1,0,3.72,5,17,267780.0,3782316.8118840163,1955,0.7300769288221675
芝浦アイランドケープタワー,265000000,東京,港,芝浦４,ＪＲ山手線,田町,徒歩,14,104.6,3,1,1,1,0,15.26,10,19,267780.0,2533460.8030592734,1955,0.7300769288221675
シティタワー銀座東,265800000,東京,中央,湊２-11-1,ＪＲ京葉線,八丁堀,徒歩,5,82.32,3,1,1,1,0,5.88,1,6,187404.0,3228862.973760933,1127,0.6013745704467355
東京ツインパークスレフトウイング,268000000,東京,港,東新橋１-10-1,都営大江戸線,汐留,徒歩,3,97.46,3,1,1,1,0,8.76,9,23,267780.0,2749846.0907038786,1955,0.7300769288221675
ガーデンヒルズ四ツ谷迎賓の森,268000000,東京,新宿,南元町,ＪＲ中央線,四ツ谷,徒歩,10,81.58,2,1,1,1,1,15.58,10,9,352717.0,3285118.9016915914,1294,0.36686635461290495
パークハウス芝タワー,268000000,東京,港,芝３,都営三田線,芝公園,徒歩,2,75.94,2,1,1,1,0,5.44,9,21,267780.0,3529101.92257045,1955,0.7300769288221675
マジェスタワー六本木,268000000,東京,港,六本木７-6-18,都営大江戸線,六本木,徒歩,4,60.55,2,1,1,1,0,3.26,2,19,267780.0,4426094.137076796,1955,0.7300769288221675
